Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,-170.933766,0.868,0.1376,8
2,0.5095,0.0742,0.4725,0.0,0.75,0.75,0.75,0.75,0.75,5.8,5.82625,6.425714,6.625,7.75,7.75,7.75,7.75,-143.228276,0.8533,0.0616,6
3,0.0,0.5782,0.1241,0.75,0.75,0.75,0.75,0.75,0.75,6.2,6.85,6.94,7.75,7.75,7.75,7.75,7.75,-148.118432,0.8427,0.0747,8
4,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,6.25,6.90625,7.75,7.75,7.75,7.75,7.75,7.75,-147.887825,0.9192,0.0741,8
5,0.75,0.6805,0.0,0.0,0.75,0.75,0.75,0.75,0.75,6.18,5.98375,5.821429,6.625,7.75,7.75,7.75,7.75,-147.652141,0.7764,0.0736,7
6,0.0,0.5758,0.75,0.75,0.75,0.75,0.75,0.75,0.75,6.83,7.55875,7.75,7.75,7.75,7.75,7.75,7.75,-158.163829,0.8297,0.1024,8
7,0.0,0.0,0.75,0.75,0.75,0.1989,0.75,0.75,0.75,5.7,6.2875,7.042857,6.925,6.76,6.5125,7.75,7.75,-139.222867,0.8136,0.0515,7
8,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,7.0,6.90625,7.75,7.75,7.75,7.75,7.75,7.75,-159.410795,0.8688,0.1058,8
9,0.0,0.0,0.0,0.3558,0.75,0.75,0.75,0.75,0.75,5.11,5.62375,6.284286,7.165,7.75,7.75,7.75,7.75,-131.013523,0.7402,0.0547,6
10,0.0,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.2178,5.72,6.31,7.068571,6.955,6.796,6.5575,6.16,5.365,-104.957825,0.781,0.0319,7
11,0.1979,0.0,0.75,0.75,0.3725,0.75,0.75,0.75,0.75,6.07,6.47875,7.261429,7.18,7.066,7.75,7.75,7.75,-145.60899,0.8048,0.0678,8
12,0.75,0.3738,0.75,0.0,0.75,0.3214,0.75,0.75,0.75,6.19,5.995,6.232857,5.98,6.976,6.7825,7.75,7.75,-148.062641,0.719,0.0746,8
13,0.75,0.75,0.1458,0.75,0.75,0.75,0.4176,0.75,0.75,6.82,6.70375,6.554286,7.255,7.156,7.0075,6.76,7.75,-157.291956,0.8617,0.1,8
14,0.1563,0.0,0.75,0.75,0.75,0.75,0.75,0.3469,0.75,6.01,6.45625,7.235714,7.15,7.03,6.85,6.55,5.95,-144.45525,0.7029,0.0646,8
15,0.0,0.0,0.75,0.3311,0.75,0.75,0.4153,0.75,0.75,5.5,6.0625,6.785714,6.625,7.156,7.0075,6.76,7.75,-137.809531,0.8257,0.0515,7
16,0.75,0.0,0.0,0.0,0.1399,0.75,0.75,0.75,0.75,4.89,4.5325,5.037143,5.71,6.652,7.75,7.75,7.75,-126.638365,0.7962,0.1094,4
17,0.75,0.3059,0.2668,0.75,0.75,0.75,0.75,0.75,0.75,6.83,6.715,7.132857,7.75,7.75,7.75,7.75,7.75,-157.238149,0.8016,0.0998,8
18,0.0,0.75,0.3416,0.75,0.75,0.0,0.75,0.75,0.75,5.84,6.445,6.258571,6.625,6.4,6.0625,7.75,7.75,-142.106352,0.8029,0.0582,7
19,0.75,0.75,0.75,0.75,0.75,0.75,0.1647,0.75,0.75,7.16,7.08625,6.991429,6.865,6.688,6.4225,5.98,7.75,-161.544521,0.7639,0.1117,8
20,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.0978,7.1,7.01875,6.914286,6.775,6.58,6.2875,5.8,4.825,-118.283766,0.7833,0.061,7
21,0.0,0.75,0.0,0.75,0.75,0.75,0.1639,0.75,0.75,5.66,6.2425,6.027143,6.865,6.688,6.4225,5.98,7.75,-138.498579,0.7491,0.0501,7
22,0.75,0.0,0.0,0.0,0.75,0.75,0.2794,0.75,0.75,5.03,4.69,5.217143,5.92,6.904,6.6925,6.34,7.75,-129.303576,0.7321,0.0954,5
23,0.75,0.75,0.4816,0.75,0.75,0.2978,0.75,0.75,0.75,7.03,6.94,6.824286,7.075,6.94,6.7375,7.75,7.75,-161.403646,0.6635,0.1113,8
24,0.75,0.75,0.0,0.75,0.0,0.75,0.75,0.75,0.75,6.25,6.0625,5.821429,6.625,6.4,7.75,7.75,7.75,-147.887825,0.8159,0.0742,7
25,0.0,0.459,0.5352,0.2435,0.75,0.4483,0.75,0.75,0.75,5.69,6.27625,6.438571,6.535,7.21,7.075,7.75,7.75,-142.936704,0.7704,0.0616,7
26,0.75,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,7.0,6.90625,6.785714,6.625,6.4,7.75,7.75,7.75,-159.410795,0.895,0.1058,8
27,0.75,0.75,0.75,0.116,0.0,0.75,0.75,0.75,0.75,6.37,6.1975,5.975714,5.68,6.4,7.75,7.75,7.75,-149.365399,0.7281,0.0791,7
28,0.2055,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,6.46,6.90625,6.785714,6.625,6.4,7.75,7.75,7.75,-150.936219,0.8802,0.0825,8
29,0.4711,0.75,0.4916,0.75,0.3355,0.75,0.5924,0.75,0.75,6.64,6.81625,6.682857,6.895,6.724,7.39,7.27,7.75,-158.251592,0.8962,0.1026,8
30,0.75,0.75,0.75,0.75,0.2911,0.75,0.75,0.3599,0.75,6.9,6.79375,6.657143,6.475,6.22,6.8725,6.58,5.995,-158.731769,0.7326,0.1039,8
31,0.0,0.75,0.75,0.75,0.75,0.0,0.75,0.75,0.2971,5.8,6.4,6.207143,5.95,5.59,5.05,6.4,5.725,-111.437825,0.7184,0.0524,5
32,0.0,0.75,0.0691,0.75,0.0,0.75,0.75,0.75,0.75,5.57,6.14125,5.911429,6.625,6.4,7.75,7.75,7.75,-137.132284,0.7629,0.0482,7
33,0.5147,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.3326,6.34,6.43375,6.245714,5.995,5.644,6.805,6.49,5.86,-123.04556,0.7478,0.0157,6
34,0.0,0.1566,0.5541,0.75,0.75,0.75,0.4616,0.75,0.75,5.92,6.535,7.12,7.315,7.228,7.0975,6.88,7.75,-145.062021,0.8814,0.0663,8
35,0.0,0.75,0.75,0.75,0.0,0.0834,0.75,0.75,0.75,5.58,6.1525,5.924286,5.62,5.194,6.2425,7.75,7.75,-137.263911,0.7125,0.0646,5
36,0.75,0.0,0.75,0.2215,0.5077,0.75,0.75,0.75,0.75,6.23,6.04,6.76,6.595,7.318,7.75,7.75,7.75,-148.784688,0.8419,0.0765,8
37,0.4748,0.3411,0.75,0.5144,0.75,0.75,0.6031,0.75,0.75,6.67,6.85,7.248571,7.165,7.48,7.4125,7.3,7.75,-158.738049,0.835,0.104,8
38,0.75,0.0,0.75,0.0,0.75,0.75,0.75,0.75,0.224,5.72,5.46625,6.104286,5.83,6.796,6.5575,6.16,5.365,-104.957825,0.7114,0.0404,5
39,0.75,0.75,0.4991,0.75,0.0,0.75,0.4285,0.75,0.75,6.43,6.265,6.052857,6.145,5.824,7.03,6.79,7.75,-153.011652,0.7847,0.0883,7
40,0.75,0.2718,0.75,0.75,0.0,0.75,0.75,0.75,0.75,6.52,6.36625,6.785714,6.625,6.4,7.75,7.75,7.75,-152.140595,0.8341,0.0858,8
41,0.3462,0.75,0.3899,0.75,0.75,0.75,0.5146,0.75,0.5102,6.51,6.805,6.67,7.03,6.886,6.67,6.31,6.67,-138.871751,0.8299,0.0492,8
42,0.501,0.75,0.75,0.75,0.315,0.75,0.75,0.75,0.75,7.07,7.26625,7.197143,7.105,6.976,7.75,7.75,7.75,-162.199489,0.8179,0.1135,8
43,0.0,0.6204,0.75,0.75,0.75,0.2993,0.2277,0.75,0.75,5.9,6.5125,6.502857,6.295,6.004,5.5675,6.19,7.75,-143.933297,0.7932,0.0659,6
