Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
1,0.4527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-26.0501,0.8169,0.7744,1
2,0.12,0.0925,0.2624,0.3595,0.5154,0.1609,0.5137,0.72,0.4339,4.17,4.4312,4.8057,5.05,5.212,5.095,5.98,6.175,-97.6961,0.1531,0.1617,3
3,0.6638,0.5948,0.1104,0.0925,0.1778,0.1066,0.3353,0.4203,0.132,3.63,3.2162,2.7743,2.905,3.124,3.25,3.67,3.475,-69.4419,0.4458,0.4253,1
4,0.5566,0.6894,0.6222,0.4189,0.5797,0.1404,0.2039,0.1562,0.0759,4.45,4.2512,3.8286,3.37,3.088,2.305,2.32,2.08,-81.0905,0.4417,0.4511,1
5,0.5058,0.6982,0.3801,0.5057,0.4559,0.5564,0.4041,0.3706,0.1155,5.01,4.9375,4.6,4.63,4.438,4.2625,3.67,3.205,-95.7201,0.2576,0.2655,1
6,0.3868,0.7147,0.6291,0.3844,0.0074,0.3007,0.4678,0.2896,0.6985,4.88,4.9262,4.5743,4.225,4.186,4.96,5.38,5.455,-128.5158,0.1691,0.1872,0
7,0.0647,0.6194,0.1602,0.6613,0.236,0.6599,0.2705,0.0145,0.4516,4.13,4.4538,4.15,4.435,3.934,4.1275,3.19,3.07,-98.2678,0.3167,0.3235,1
8,0.7381,0.1718,0.2577,0.2444,0.0691,0.4752,0.4742,0.3677,0.6705,4.47,4.0712,4.2914,4.45,4.708,5.4775,5.53,5.68,-118.0044,0.1632,0.1946,1
9,0.2516,0.0991,0.7119,0.4407,0.3467,0.3538,0.7355,0.4374,0.7164,5.1,5.3312,5.8214,5.56,5.68,6.0625,6.7,6.22,-131.9062,0.072,0.0672,3
10,0.4822,0.6388,0.2005,0.7102,0.141,0.7339,0.1537,0.3856,0.291,4.73,4.6562,4.3557,4.615,4.06,4.51,3.49,4.06,-97.4605,0.2612,0.2617,1
11,0.6548,0.0985,0.1749,0.5943,0.5189,0.4065,0.7398,0.4935,0.2829,4.95,4.7125,5.1143,5.545,5.392,5.32,5.53,4.465,-102.5555,0.1332,0.1366,1
12,0.6784,0.57,0.5094,0.3131,0.1021,0.2553,0.0405,0.5973,0.6547,4.72,4.42,4.1757,3.94,3.97,4.4875,4.87,6.625,-122.5138,0.2169,0.2342,1
13,0.0799,0.3439,0.6831,0.155,0.1708,0.6974,0.707,0.4478,0.7057,5.0,5.41,5.6029,5.35,5.932,6.7825,6.61,6.22,-128.7664,0.0859,0.0711,4
14,0.0949,0.6668,0.7404,0.0879,0.5866,0.6946,0.4458,0.0729,0.43,4.82,5.1962,4.9343,4.48,5.014,4.69,3.85,3.25,-108.2101,0.2183,0.2403,1
15,0.3075,0.4857,0.5958,0.274,0.1125,0.6624,0.5298,0.1772,0.1964,4.35,4.42,4.2786,3.925,4.024,4.5325,3.73,2.71,-87.3813,0.3177,0.3166,1
16,0.089,0.4279,0.2294,0.2779,0.4503,0.6406,0.2793,0.3021,0.2863,3.99,4.2625,4.1757,4.36,4.528,4.3975,3.61,3.655,-86.4414,0.2996,0.2886,1
17,0.5477,0.5077,0.263,0.2185,0.3093,0.3996,0.3851,0.4568,0.4396,4.54,4.3637,4.1886,4.33,4.6,4.8025,4.87,5.05,-107.1259,0.2096,0.2135,1
18,0.2789,0.2383,0.6767,0.0911,0.5419,0.5611,0.2601,0.6107,0.404,4.66,4.8025,5.0371,4.69,5.266,5.1175,4.81,5.545,-105.1972,0.1515,0.1524,1
19,0.3891,0.2463,0.6436,0.156,0.0483,0.3492,0.6208,0.3077,0.3963,4.17,4.1275,4.2529,3.835,4.114,4.78,4.99,4.195,-96.5018,0.2623,0.2607,1
20,0.4902,0.6809,0.1272,0.7205,0.211,0.11,0.5759,0.0844,0.6463,4.65,4.555,4.1886,4.525,3.934,4.195,4.93,4.285,-119.4115,0.2263,0.2431,1
21,0.3348,0.506,0.5289,0.5039,0.2819,0.728,0.1268,0.2114,0.4937,4.71,4.8025,4.69,4.51,4.312,4.51,3.49,4.15,-111.556,0.2351,0.2485,1
22,0.0306,0.6359,0.1042,0.5936,0.7163,0.4129,0.0579,0.2597,0.6039,4.41,4.8025,4.5229,4.96,4.69,3.9925,3.76,4.87,-112.8479,0.2183,0.2326,1
23,0.5535,0.6782,0.2768,0.0405,0.2884,0.5902,0.6783,0.3477,0.3976,4.86,4.7238,4.3814,4.525,5.158,5.545,5.29,4.375,-108.7186,0.1684,0.179,1
24,0.1342,0.5764,0.3389,0.3096,0.3179,0.7101,0.1644,0.4509,0.6586,4.66,4.9713,4.7929,4.915,5.14,5.455,4.81,5.995,-121.1443,0.1254,0.1447,1
25,0.148,0.2553,0.715,0.092,0.4923,0.1874,0.4184,0.5341,0.1713,4.01,4.2175,4.3429,3.835,4.24,3.9475,4.36,4.15,-78.7028,0.3043,0.283,1
26,0.4216,0.6708,0.7208,0.2015,0.7116,0.6493,0.5253,0.2397,0.0163,5.16,5.2075,4.9471,4.525,4.87,4.24,3.37,2.17,-88.2714,0.2694,0.2987,1
27,0.172,0.1832,0.4417,0.2006,0.3222,0.4178,0.529,0.0186,0.4701,3.75,3.9025,4.0857,3.94,4.168,4.24,4.06,3.205,-94.0378,0.3232,0.3203,1
28,0.1262,0.644,0.0722,0.6051,0.1411,0.1354,0.0246,0.6839,0.2582,3.69,3.88,3.4686,3.775,3.232,3.475,3.88,5.23,-78.1609,0.3514,0.3433,1
29,0.698,0.6891,0.2596,0.1995,0.0575,0.1773,0.6819,0.6426,0.1517,4.56,4.2175,3.79,3.865,4.078,4.7125,5.41,4.555,-85.1851,0.2591,0.2527,1
30,0.3262,0.5693,0.2674,0.2428,0.7461,0.0525,0.1631,0.45,0.2952,4.12,4.1388,3.8543,3.925,4.078,3.16,3.73,4.375,-88.0815,0.3281,0.3207,1
31,0.354,0.7304,0.0653,0.6191,0.6718,0.2772,0.0741,0.3672,0.3086,4.47,4.51,4.0729,4.48,4.06,3.3175,3.25,4.06,-94.936,0.306,0.3084,1
32,0.0,0.0624,0.0019,0.0632,0.0047,0.0,0.0596,0.0601,0.0654,1.31,1.3487,1.3214,1.375,1.342,1.4275,1.57,1.585,-26.2347,0.7635,0.7177,1
33,0.4236,0.5253,0.7406,0.1916,0.3003,0.0005,0.424,0.4366,0.3128,4.35,4.2962,4.0857,3.49,3.646,3.6325,4.51,4.375,-94.4316,0.3034,0.3019,1
34,0.7334,0.4577,0.6303,0.0514,0.6092,0.6048,0.1812,0.5048,0.6949,5.45,5.185,5.1914,4.945,5.644,5.4325,5.11,6.355,-137.7088,0.1057,0.1087,1
35,0.5315,0.4079,0.1537,0.2431,0.726,0.5386,0.3322,0.6375,0.0319,4.6,4.4538,4.42,4.765,5.086,4.465,4.0,4.015,-80.4619,0.2518,0.2339,1
36,0.2511,0.0648,0.4084,0.4472,0.0076,0.5989,0.1965,0.3316,0.3689,3.68,3.7338,4.0471,3.94,3.718,4.375,3.7,4.15,-86.7487,0.3301,0.319,1
37,0.0462,0.2033,0.5361,0.5813,0.1955,0.6361,0.5729,0.7462,0.6697,5.2,5.6688,6.0786,6.115,6.094,6.9175,6.97,7.39,-131.0953,0.1052,0.0501,6
38,0.4324,0.0905,0.4481,0.211,0.139,0.1753,0.3209,0.4648,0.3753,3.66,3.5088,3.7514,3.535,3.664,4.015,4.48,4.78,-86.4049,0.3294,0.3234,1
39,0.6242,0.5405,0.1224,0.0357,0.5862,0.4097,0.0793,0.4643,0.3701,4.23,3.9362,3.6614,3.925,4.438,3.97,3.73,4.735,-97.0916,0.2964,0.2962,1
40,0.2063,0.6089,0.1211,0.4876,0.1052,0.7467,0.1584,0.1005,0.1364,3.69,3.79,3.4043,3.625,3.268,3.5875,2.2,2.08,-69.4994,0.4532,0.4423,1
41,0.0709,0.3182,0.6329,0.2525,0.0353,0.7278,0.6463,0.5941,0.4289,4.71,5.095,5.2686,5.035,5.392,6.4,6.01,5.59,-106.9987,0.1055,0.1067,3
42,0.019,0.0691,0.5986,0.2389,0.3428,0.1369,0.2333,0.3706,0.1412,3.15,3.3962,3.6486,3.19,3.196,2.98,3.22,3.295,-61.8361,0.4521,0.423,1
