Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
1,0.9402,0.9532,0.5437,0.4876,0.983,0.3144,0.939,0.7133,0.5423,0.0474,0.042088,0.009264,0.343657,0.010164,0.528961,0.883523,0.10109,0.129051,0.037,0.852,0
2,0.9861,0.4699,0.5509,0.483,0.2452,0.6759,0.1579,0.2708,0.8404,0.011991,0.202619,1.457191,0.816353,7.653313,11.054785,17.393892,43.587532,0.830713,0.549,0.4238,6
3,0.9797,0.4305,0.5411,0.4752,0.3306,0.6982,0.0737,0.2517,0.9202,0.003643,0.136618,2.420092,1.11525,7.547651,12.203913,19.992166,57.611398,2.062707,0.3336,0.4502,6
4,0.9531,0.4282,0.5106,0.4948,0.2333,0.6727,0.1844,0.2816,0.8205,0.010976,0.156799,0.992092,0.595905,6.045413,8.171643,15.394483,41.646204,3.845448,0.2935,0.4265,5
5,0.9867,0.7462,0.2976,0.0122,0.7564,0.9845,0.1155,0.2891,0.6174,0.000324,0.002088,0.021566,0.0005,0.007897,3.257463,7.677523,3.655963,0.147716,0.0279,0.8656,0
6,0.9382,0.4078,0.3412,0.7588,0.7923,0.2764,0.6851,0.7793,0.4615,0.01377,0.007192,0.014688,0.121835,0.044981,0.067641,0.547097,1.192857,0.129051,0.0094,0.9372,0
7,0.9969,0.4764,0.5636,0.4768,0.2689,0.6822,0.129,0.2625,0.8658,0.009532,0.208681,1.887239,1.020819,8.624973,12.799618,19.340081,47.617625,0.0,0.3352,0.4356,7
8,0.4019,0.8731,0.295,0.344,0.4487,0.537,0.9818,0.7611,0.741,0.083917,0.101924,0.008667,0.369151,0.980835,3.46177,12.238579,2.612505,30.144284,0.1381,0.5511,2
9,0.0546,0.2419,0.0208,0.2133,0.2651,0.6694,0.6925,0.445,0.6791,2.7e-05,0.000109,8.7e-05,0.000138,0.001134,0.005846,0.362573,1.171579,29.289484,0.0188,0.9436,0
10,0.5662,0.5087,0.7539,0.2322,0.4839,0.833,0.2917,0.6634,0.9181,0.03155,0.20316,1.462916,0.422019,2.689335,17.314283,7.49536,28.805699,44.348194,0.3182,0.2619,5
11,0.4013,0.2147,0.7738,0.9503,0.5849,0.8411,0.7359,0.8552,0.2044,1.07376,0.218498,0.548353,0.401724,1.818148,0.227838,1.36111,22.262469,42.27051,0.221,0.4738,3
12,0.9863,0.4753,0.5505,0.4819,0.2275,0.6894,0.1767,0.2751,0.8434,0.013337,0.214345,1.356196,0.743055,8.02458,11.289993,17.763975,42.765126,0.830713,0.3346,0.422,6
