Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
1,0.4638,0.1333,0.9078,0.9654,0.9409,0.381,0.0139,0.6247,0.1531,0.0085,0.0062,1.6056,2.6461,0.2724,0.1404,0.4629,34.4229,46.4477,1.1444,0.6891,3
2,0.0564,0.0595,0.8883,0.6108,0.5382,0.7156,0.3753,0.9709,0.7259,0.0035,0.0004,0.0221,0.0139,0.0421,0.0586,0.0186,2.6439,44.0656,0.8729,0.9116,0
3,1.0,1.0,1.0,1.0,1.0,0.1452,1.0,1.0,1.0,0.0,0.0,0.0,96.05,0.0,0.0,0.0,0.0,0.0,12.6358,0.9428,1
4,0.1536,0.7657,0.3,0.82,0.3128,0.4451,0.7189,0.5169,0.6963,0.0165,0.0508,0.0411,0.1795,0.7263,0.2311,2.9954,1.2782,31.4918,0.749,0.7677,0
5,0.72,0.9354,0.7478,0.1078,0.8264,0.7147,0.1727,0.002,0.4126,0.0,0.0486,0.2373,0.1168,0.0825,3.9252,1.4701,0.3753,2.4328,0.7648,0.8136,0
6,0.1545,0.9254,0.9395,0.8254,0.6646,0.2907,0.0989,0.6614,0.9463,0.0074,0.0766,2.0282,5.5172,4.0031,2.4115,0.9054,1.1359,91.9512,1.6706,0.5807,4
7,0.5255,0.1743,0.8464,0.7237,0.6529,0.2393,0.9783,0.1599,0.7752,0.0189,0.4517,0.011,1.7376,1.2311,1.3679,0.8621,28.0608,29.9809,0.7789,0.5857,3
8,0.7971,0.7791,0.4371,0.4001,0.7457,0.7928,0.4788,0.1337,0.9067,0.037,2.7478,3.4216,1.7491,2.7764,16.6583,35.3359,17.7974,20.2243,3.4998,0.2534,6
9,0.0022,0.6692,0.0137,0.0885,0.3154,0.6988,0.0559,0.7532,0.9244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.1353,1.0025,0.9428,1
10,0.2373,0.9619,0.7025,0.0968,0.6161,0.1661,0.1228,0.2592,0.586,0.0002,0.0013,0.013,0.0721,0.0532,1.2612,0.6006,0.0834,6.6033,0.9329,0.9363,0
11,0.5383,0.1297,0.3009,0.4695,0.2036,0.0233,0.2491,0.7176,0.1302,0.0006,0.0003,0.0027,0.1777,0.7251,1.0221,4.4999,43.0207,42.1233,0.751,0.7456,1
12,0.0656,0.6827,0.668,0.472,0.6452,0.8925,0.644,0.118,0.339,0.011,0.122,0.078,0.0268,0.1311,0.4224,0.3925,0.5597,23.2395,0.7945,0.8287,0
13,0.2215,0.3048,0.2273,0.5168,0.1387,0.9788,0.6847,0.7073,0.5209,0.0002,0.0002,0.0003,0.0,0.0062,0.0067,0.0465,0.1408,0.7131,0.9962,0.9962,0
14,0.4621,0.1784,0.3748,0.6277,0.5108,0.1162,0.558,0.4921,0.0239,0.0355,0.0377,0.058,0.9669,1.0557,1.2653,5.8228,42.1052,60.2779,0.5223,0.5214,3
15,0.4439,0.4912,0.3654,0.7374,0.6922,0.3653,0.1533,0.3407,0.2391,0.0333,0.0851,0.7304,1.4632,1.0434,1.1826,7.7448,12.7952,31.9309,0.5352,0.4284,2
16,0.7465,0.0675,0.4136,0.8728,0.7556,0.7608,0.4534,0.5851,0.7334,0.0363,0.0936,0.2789,0.1601,0.2107,0.1312,1.4521,32.6976,11.7196,0.6403,0.6802,1
17,0.3744,0.6483,0.763,0.7401,0.0352,0.2452,0.6216,0.6272,0.4357,0.0012,0.0013,0.0022,0.017,0.5442,0.1992,0.2419,0.5428,2.6404,0.9485,0.9518,0
18,0.0809,0.014,0.4477,0.5355,0.8136,0.3429,0.442,0.6866,0.8681,0.0002,0.0007,0.0027,0.0095,0.0034,0.0152,0.0403,7.2525,84.2466,0.924,0.9079,1
19,0.8584,0.6655,0.1834,0.0225,0.0628,0.2932,0.103,0.5293,0.4953,0.0,0.0,0.0,0.0,0.001,0.0508,0.2362,0.1419,0.07,0.9955,0.9956,0
20,0.4834,0.4284,0.1233,0.4773,0.9765,0.6726,0.0363,0.5371,0.4662,0.0001,0.0002,0.0107,0.0055,0.0003,0.0184,0.2599,0.3914,0.7439,0.9893,0.9894,0
21,0.3102,0.7351,0.3264,0.7145,0.9178,0.4021,0.1372,0.5054,0.5887,0.005,0.0118,0.1478,0.2578,0.0374,0.1907,1.3354,0.7003,5.9951,0.8709,0.8791,0
22,0.2232,0.795,0.7181,0.3322,0.7362,0.5587,0.4669,0.6251,0.3905,0.0394,0.0379,0.1155,0.1713,0.1368,1.068,0.6199,0.5535,9.8119,0.7832,0.8033,0
23,0.1111,0.3001,0.7764,0.3268,0.3752,0.1321,0.9834,0.2148,0.5237,0.0,0.0003,0.0,0.0026,0.0048,0.0158,0.0066,0.0704,0.8137,0.9966,0.9967,0
24,0.8173,0.1111,0.0682,0.7649,0.7934,0.5101,0.3043,0.4711,0.0626,0.0273,0.0328,0.1444,0.1981,0.1075,0.1616,8.948,77.8469,19.2004,0.8545,0.6806,1
25,0.3962,0.3462,0.0853,0.5547,0.2407,0.7409,0.4024,0.4493,0.5319,0.0001,0.0004,0.0011,0.0006,0.0075,0.0081,0.1823,0.372,0.8584,0.993,0.9931,0
26,0.9364,0.6693,0.3494,0.4977,0.9636,0.1618,0.0875,0.7559,0.1906,0.0691,0.027,1.1356,6.5513,0.325,8.1241,30.1752,22.8652,4.4227,1.504,0.4976,5
27,0.2006,0.84,0.5316,0.7851,0.7658,0.0969,0.9257,0.7338,0.124,0.3047,0.1281,0.0357,4.5904,1.5235,1.7608,7.4355,3.0134,75.3347,1.3132,0.4922,3
28,0.6205,0.2024,0.9699,0.3751,0.6856,0.1927,0.0788,0.7442,0.7752,0.005,0.008,0.3517,1.6295,0.9038,4.757,0.2373,31.6394,24.2398,0.5701,0.6038,2
