Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
1,0.0644,0.0284,0.044,0.0706,0.3351,0.0,0.2541,0.3698,1.0,0.5914,0.5211,0.5515,0.4112,0.8334,0.653,0.6811,0.7317,0.8516,9.6402,0.167,7
2,0.5705,0.7713,0.0979,0.9613,0.1604,0.9287,0.6932,0.4405,0.0328,0.0228,0.0456,0.0861,0.1968,0.1426,0.5033,0.3304,0.9418,1.2586,0.3752,0.1861,5
3,0.9906,0.8024,0.7232,0.7935,0.9917,0.3422,0.4785,0.4712,0.5083,0.015,0.0201,0.0282,0.0316,0.117,0.2014,0.3353,0.6597,1.7718,0.4583,0.456,2
4,0.7058,0.1007,0.8854,0.3415,0.6661,0.0577,0.633,0.6104,0.6003,0.0636,0.0992,0.1586,0.0987,0.2959,0.2914,0.8944,0.5259,1.5819,1.1941,0.2122,6
5,0.4993,0.7453,0.0513,0.8584,0.9518,0.99,0.2561,0.1166,0.656,0.033,0.0225,0.0326,0.1332,0.3088,0.6122,0.3294,1.1488,1.3854,0.5591,0.2657,4
6,0.8163,0.3094,0.7339,0.8857,0.3641,0.0056,0.0308,0.3934,0.7843,0.0907,0.0906,0.0629,0.0661,0.1347,0.4102,0.667,0.6021,1.6972,1.3155,0.2612,5
7,0.2323,0.031,0.8648,0.6348,0.0194,0.6314,0.9198,0.8152,0.1472,0.0321,0.1007,0.2242,0.3055,0.1889,0.5297,1.1766,0.6605,1.0217,1.0435,0.1531,6
8,0.3392,0.9551,0.7306,0.2145,0.1296,0.0742,0.3061,0.9322,0.8137,0.0742,0.179,0.1474,0.12,0.1495,0.1963,0.5326,1.4214,1.2151,1.5494,0.2139,4
9,0.9701,0.5304,0.5289,0.3834,0.6649,0.6089,0.5605,0.418,0.3534,0.037,0.0526,0.0867,0.1385,0.2311,0.2456,0.4005,0.5795,1.7229,0.5609,0.2192,5
10,0.2947,0.6571,0.633,0.5457,0.4189,0.4978,0.6335,0.3953,0.8542,0.0942,0.0925,0.1745,0.2252,0.281,0.4591,0.7669,1.2732,1.1556,1.5055,0.0765,8
11,0.0602,0.0071,0.3141,0.4203,0.8472,0.9625,0.4158,0.7343,0.5181,0.0619,0.1232,0.1331,0.4311,0.8316,0.848,0.9547,0.6998,0.8443,1.8249,0.1741,7
12,0.7188,0.1642,0.4808,0.7197,0.5131,0.4212,0.4881,0.7871,0.1604,0.041,0.1215,0.143,0.1817,0.2769,0.5351,0.6429,0.5564,1.4825,0.9316,0.1441,7
13,0.6683,0.2339,0.1362,0.2697,0.3489,0.6487,0.1212,0.531,0.7741,0.1796,0.2244,0.1658,0.4448,0.4485,0.5022,0.4882,0.654,1.5673,3.1717,0.1271,7
14,0.9155,0.6181,0.3445,0.8772,0.3293,0.6591,0.6687,0.8062,0.9294,0.0286,0.0526,0.0804,0.1303,0.126,0.391,0.3437,0.677,1.7885,0.452,0.2193,4
15,0.0336,0.8147,0.1648,0.8446,0.1465,0.3324,0.4028,0.292,0.5274,0.1225,0.1224,0.1794,0.2121,0.1987,0.6884,0.4632,1.5039,0.8045,1.9934,0.1722,6
16,0.8522,0.9714,0.8122,0.0824,0.7976,0.4662,0.4967,0.1844,0.4037,0.0284,0.0265,0.051,0.069,0.159,0.0955,0.3412,0.8671,1.6567,0.4979,0.3738,2
17,0.9024,0.4643,0.2754,0.8941,0.7638,0.8617,0.2527,0.2672,0.0333,0.0231,0.0368,0.0446,0.1241,0.2056,0.4279,0.3717,0.5889,1.4741,0.3382,0.2427,4
