Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
1,0.1369,0.0975,0.0,0.2633,0.2394,0.1125,0.53,0.5238,0.8342,0.360805,0.431052,0.629032,0.454839,0.647272,0.801925,0.595545,0.7917,0.959185,0.6392,0.1362,6
2,0.1374,0.2265,0.18,0.0,0.5687,0.0,0.1155,0.6962,0.9595,0.340427,0.513931,0.336924,0.298579,0.869224,0.484495,0.748167,0.949088,0.962554,0.6637,0.1199,7
3,0.0,0.4816,0.1716,0.0,0.4716,0.0,0.4273,0.2579,0.9444,0.392581,0.295379,0.470441,0.293017,0.728403,0.438577,0.664963,1.281331,0.765244,0.5986,0.1633,8
4,0.0,0.0,0.0,0.0,1.0,0.0,0.3689,0.5294,1.0,0.25477,0.289072,0.325251,0.213388,1.346191,0.603553,0.653281,0.707107,0.765367,0.4951,0.1878,7
5,0.0,0.0142,0.4505,0.0,0.414,0.352,0.1905,0.5571,0.9331,0.353381,0.430921,0.35152,0.536954,0.752607,0.477425,1.14962,0.719828,0.765222,0.6463,0.1857,7
6,0.3427,0.0,0.2981,0.0,0.3589,0.0,0.3728,0.5051,0.7557,0.348117,0.423788,0.48558,0.322887,0.669361,0.449369,0.846028,0.603515,1.211909,0.5837,0.1432,7
7,0.0,0.0,0.4341,0.4336,0.546,0.0,0.1969,0.5461,1.0,0.317637,0.371929,0.310379,0.246055,0.695563,0.848399,1.138952,0.707107,0.765367,0.5534,0.1878,7
8,0.2711,0.0,0.0,0.6827,0.0,0.0,0.8148,0.4086,0.4775,0.186511,0.233648,0.57862,0.29281,0.318871,1.06109,0.574387,0.625509,1.10738,0.4932,0.1495,6
9,0.2215,0.3228,0.0,0.0,0.0,0.2538,0.0093,0.5654,1.0,0.502573,0.607342,0.345252,0.591623,0.441093,0.477436,0.516773,1.013903,1.071654,0.5569,0.1058,7
10,0.3294,0.2715,0.0,0.3102,0.2571,0.4454,0.396,0.4783,0.6351,0.241522,0.300703,0.370224,0.526805,0.531706,0.699253,0.497396,0.887346,1.191512,0.5224,0.0946,6
