x1,x2,x3,x4,x5,x6,x7,x8,x9,y1,y2,y3,y4,y5,y6,y7,y8,y9,Fitness,Nc,dy_err1,dy_err2,dy_err3,dy_err4,dy_err5,dy_err6,dy_err7,dy_err8,dy_err9
4,5,8,0,4,5,2,5,2,3.52,0.02,0.0,3.59,-0.1,19.87,0.58,0.2,3.2,0.87845,1,0.0,0.9979,0.9998,0.9282,1.0048,0.5584,0.9519,0.9921,0.936
4.0,5.0,8.0,1.0,1.81,4.6,8.0,0.0,8.0,0.9,9.07,28.0,51.5,43.5,68.96,8.54,14.14,27.5,0.229528,6,0.0,0.0,0.0,0.0,0.0,0.0,0.288,0.4344,0.45
4.0,5.0,8.0,2.9644,2.9655,4.6244,8.0,0.0,8.0,0.72,15.62,27.38,66.41,30.53,31.29,15.56,24.18,31.1,0.162225,6,0.0,0.0,0.0,0.0,0.0,0.3047,0.0,0.0327,0.3781
4.0,5.0,8.0,2.5347,2.9284,4.6244,8.0,0.4144,8.0,0.72,13.19,27.48,61.71,30.9,36.18,14.22,18.32,33.14,0.157585,6,0.0,0.0,0.0,0.0,0.0,0.196,0.0,0.2673,0.3371
4.0,5.0,8.0,2.1979,2.9224,4.6244,8.0,0.4777,8.0,0.72,12.29,27.56,60.07,32.5,40.25,13.27,17.09,34.49,0.151853,6,0.0,0.0,0.0,0.0,0.0,0.1055,0.0,0.3165,0.3102
4.0,5.0,8.0,1.9279,2.9042,4.6244,8.0,0.5945,8.0,0.72,11.39,27.63,58.27,33.48,43.87,12.52,15.46,35.61,0.159568,6,0.0,0.0,0.0,0.0,0.0,0.0251,0.0,0.3816,0.2879
4.0,5.0,8.0,0.8797,3.1791,4.6244,8.0,0.4451,8.0,0.66,10.44,27.92,57.61,40.9,56.95,10.45,16.69,42.78,0.128251,6,0.0,0.0,0.0,0.0,0.0,0.0,0.1295,0.3323,0.1445
4.0,5.0,8.0,1.0534,3.2986,4.6254,8.0,0.3987,8.0,0.65,11.14,27.88,59.33,39.94,53.08,11.05,18.1,43.31,0.105616,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0789,0.2762,0.1337
4.0,5.0,8.0,1.1954,3.4007,4.6262,8.0,0.3733,8.0,0.64,11.7,27.84,60.71,39.09,50.03,11.58,19.2,43.84,0.088391,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0353,0.2322,0.1231
4.0,5.0,8.0,1.316,3.494,4.6269,8.0,0.3385,8.0,0.63,12.25,27.81,62.04,38.45,47.5,12.05,20.36,44.35,0.072469,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1857,0.1131
4.0,5.0,8.0,1.316,3.7516,4.6269,8.0,0.1561,8.0,0.6,13.42,27.82,65.2,39.4,45.38,12.52,24.26,47.14,0.021412,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.0571
4.0,5.0,8.0,1.316,3.8988,4.6269,8.0,0.0871,8.0,0.59,14.01,27.83,66.8,39.74,44.2,12.8,26.25,48.91,0.009412,7,0.0,0.0,0.0,0.0,0.0,0.0179,0.0,0.0,0.0219
4.0,5.0,8.0,1.2,3.8466,4.6269,8.0,0.1318,8.0,0.59,13.49,27.85,65.65,40.28,46.2,12.4,25.01,48.92,0.007222,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217
4.0,5.0,8.0,1.2,3.9349,4.6269,8.0,0.1318,8.0,0.59,13.71,27.86,66.32,40.24,45.47,12.56,25.66,50.12,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
