Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
1,0.9349,0.0046,0.3773,0.6138,0.985,0.1339,0.3611,0.5891,0.9862,0.000505,0.000672,0.000533,0.000206,0.064709,0.092083,0.076489,0.0,1.232611,0.155,0.775,1
2,0.6632,0.7264,0.8553,0.7568,0.0649,0.3281,0.3399,0.8718,0.6843,0.002297,0.012658,0.007645,0.008566,0.001634,0.043864,0.211057,0.478974,0.88863,0.1059,0.6755,1
3,0.2707,0.9005,0.387,0.5146,0.0535,0.0574,0.2895,0.0169,0.9408,0.085933,0.002713,0.042307,0.00909,0.007602,0.099985,0.097853,1.074458,0.491184,0.2722,0.5883,2
4,0.9626,0.4404,0.8986,0.7013,0.7452,0.4543,0.4823,0.333,0.1444,0.000156,0.000408,0.000773,0.000965,0.003586,0.007617,0.053978,0.045211,1.127371,0.1461,0.8856,1
5,0.506,0.506,0.9624,0.8423,0.4101,0.3562,0.4254,0.8902,0.8187,0.000725,0.004328,0.003519,0.003572,0.005006,0.03247,0.532833,0.550928,0.791662,0.0983,0.7397,2
6,0.0321,0.0294,0.3297,0.0306,0.666,0.0017,0.2985,0.3002,0.9735,0.415294,0.211838,0.237751,0.0,0.91813,0.049846,0.603563,0.057448,0.057512,0.5121,0.5699,5
7,0.0001,0.0,0.3013,0.0,0.6033,0.022,0.3549,0.3786,1.0,0.461433,0.31359,0.341885,0.020563,0.901049,0.0,0.567488,0.0,0.0,0.4111,0.6282,5
8,0.3703,0.3678,0.0035,0.3673,0.007,0.0003,0.3702,0.3676,0.3754,0.232534,0.271751,0.325136,0.0,0.009303,0.389056,0.0,0.465485,0.556929,0.4428,0.5796,4
9,0.0,0.0,0.3608,0.0,0.7467,0.0,0.346,0.3183,1.0,0.301775,0.165902,0.211031,0.0,0.975072,0.0,0.669783,0.0,0.0,0.3887,0.6667,5
10,0.3757,0.0925,0.3392,0.4784,0.2155,0.769,0.5819,0.3876,0.7651,0.085995,0.064609,0.144857,0.485162,0.186723,0.517641,0.447204,0.125032,0.603059,0.3989,0.2828,7
11,0.0297,0.3587,0.8579,0.1526,0.1145,0.6342,0.1054,0.8989,0.1182,0.003197,0.107736,0.019037,0.168566,0.035199,0.049151,0.941932,0.612519,0.053909,0.2512,0.5523,4
12,0.0,0.0,0.3665,0.0,0.6382,0.0,0.2868,0.3256,1.0,0.436683,0.249079,0.246282,0.0,0.882119,0.0,0.686279,0.0,0.0,0.3537,0.6667,5
13,0.0139,0.0128,0.2832,0.0133,0.6764,0.0,0.3457,0.3156,0.9885,0.403696,0.221961,0.28234,0.0,0.982919,0.01762,0.527879,0.019476,0.019479,0.5992,0.6293,5
14,0.6274,0.8604,0.8972,0.2601,0.3463,0.2679,0.2101,0.8487,0.5395,0.002217,0.012312,0.004335,0.006043,0.008999,0.007453,0.11848,0.536658,0.837145,0.0739,0.735,1
15,0.6873,0.4615,0.4067,0.5961,0.0302,0.4439,0.9733,0.5358,0.5895,0.003189,0.004523,0.127868,0.105899,0.007835,0.228921,0.212454,0.311954,0.890924,0.1888,0.5266,4
16,0.4553,0.6638,0.3511,0.5965,0.5544,0.0022,0.5571,0.4022,0.7675,0.064324,0.049959,0.102742,0.0,0.156123,0.282593,0.214054,0.69272,0.709522,0.287,0.3471,7
17,0.9982,0.8274,0.0571,0.6651,0.5317,0.9595,0.9258,0.2521,0.1216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1444,0.0674,0.9428,1
18,0.5734,0.1581,0.0342,0.5586,0.3683,0.5195,0.7503,0.3676,0.5255,0.052239,0.046394,0.204008,0.235146,0.211891,0.466524,0.028553,0.155631,0.781133,0.3427,0.3737,6
19,0.4138,0.7905,0.2008,0.2482,0.388,0.0003,0.3958,0.3863,0.5649,0.09531,0.086936,0.109847,0.0,0.131343,0.094615,0.080333,0.759294,0.602582,0.2842,0.4108,5
20,0.0031,0.0,0.3087,0.0574,0.6745,0.0,0.347,0.3307,1.0,0.403575,0.230195,0.284713,0.0,0.955325,0.103962,0.584912,0.0,0.0,0.5512,0.5774,6
21,0.4442,0.3681,0.7486,0.2539,0.3388,0.6668,0.4493,0.1268,0.0164,0.002794,0.018423,0.077591,0.209458,0.142607,0.116041,0.732062,0.520495,0.784286,0.2834,0.346,6
22,0.3397,0.3919,0.0288,0.3161,0.0571,0.0016,0.3378,0.3351,0.3615,0.248398,0.27416,0.318516,0.0,0.059148,0.345524,0.033823,0.504632,0.519019,0.3224,0.4817,5
23,0.4049,0.9463,0.7513,0.2426,0.4037,0.2582,0.5782,0.1139,0.8384,0.01094,0.001971,0.014782,0.008095,0.01481,0.009976,0.065422,0.899757,0.655733,0.107,0.7143,1
24,0.0166,0.0149,0.2879,0.011,0.694,0.0,0.3124,0.3612,0.9866,0.388508,0.246585,0.243661,0.0,0.983472,0.017482,0.545232,0.019469,0.038952,0.4721,0.6261,5
25,0.3609,0.283,0.0,0.3917,0.0,0.0,0.3636,0.3646,0.3352,0.232629,0.290017,0.343488,0.0,0.0,0.450533,0.0,0.3687,0.549544,0.3256,0.6029,4
26,0.0073,0.0,0.3207,0.0104,0.6607,0.0,0.3702,0.3063,0.9535,0.394902,0.209737,0.294427,0.0,0.906791,0.01655,0.579237,0.0,0.018888,0.4425,0.6376,5
27,0.5227,0.2055,0.7138,0.314,0.2046,0.98,0.0251,0.7646,0.9454,0.003316,0.008401,0.000426,0.287833,0.093569,0.160322,0.699372,0.266638,0.876585,0.1956,0.5316,3
28,0.406,0.5289,0.0078,0.7225,0.3178,0.1042,0.9167,0.5018,0.6431,0.01513,0.01792,0.200604,0.032025,0.112545,0.496459,0.008619,0.603064,0.612188,0.2485,0.4459,4
29,0.4379,0.4271,0.8596,0.1045,0.8428,0.494,0.0815,0.7998,0.9532,0.008504,0.026254,0.003487,0.026963,0.150903,0.024676,0.705687,0.579314,0.766502,0.2587,0.5161,3
30,0.3755,0.3565,0.0,0.3765,0.0,0.0,0.3152,0.3008,0.3728,0.251775,0.233662,0.28295,0.0,0.0,0.399152,0.0,0.450662,0.571583,0.2873,0.5957,4
31,0.8541,0.546,0.1357,0.9173,0.4044,0.1121,0.8846,0.6831,0.6224,0.001119,0.002462,0.014726,0.002617,0.011057,0.148906,0.033549,0.180069,0.986372,0.0826,0.7579,1
32,0.4741,0.8806,0.8961,0.1302,0.4005,0.6948,0.632,0.1271,0.5912,0.003483,0.000902,0.006772,0.015302,0.01258,0.004432,0.137996,0.732415,0.678464,0.0886,0.742,1
33,0.3235,0.3524,0.0,0.3144,0.0,0.0,0.3828,0.394,0.3359,0.233276,0.322075,0.38066,0.0,0.0,0.358576,0.0,0.46959,0.494087,0.3246,0.6018,4
34,0.5922,0.2546,0.736,0.813,0.4939,0.2197,0.7917,0.9716,0.4249,0.000412,0.014252,0.041674,0.015859,0.045369,0.211913,0.512351,0.231241,0.804803,0.1671,0.5513,2
35,0.0159,0.3527,0.5456,0.8953,0.5264,0.2854,0.888,0.1591,0.3303,0.004442,0.002302,0.053039,0.026377,0.06589,0.562457,0.666761,0.537334,0.032319,0.2075,0.5782,3
36,0.9214,0.8766,0.1036,0.179,0.1998,0.965,0.1102,0.6047,0.6208,0.000646,0.001075,0.000232,0.021447,0.006982,0.006565,0.003727,0.124886,1.006401,0.0856,0.8612,1
37,0.6678,0.984,0.2949,0.5774,0.1101,0.3439,0.6437,0.6641,0.4213,0.001222,0.003371,0.006172,0.004323,0.001482,0.011114,0.00689,0.498384,0.874191,0.1022,0.8252,0
38,0.0,0.0168,0.3002,0.0178,0.6738,0.0402,0.3294,0.3035,1.0,0.425822,0.216967,0.272596,0.034615,0.966491,0.034967,0.567208,0.039263,0.0,0.5638,0.5369,5
39,0.2678,0.1859,0.4194,0.9146,0.8309,0.1701,0.6554,0.7578,0.8021,0.004795,0.012735,0.023159,0.007361,0.101966,0.742778,0.581963,0.292108,0.448551,0.1999,0.5499,3
40,0.4096,0.1037,0.2869,0.4921,0.2417,0.7262,0.6107,0.3841,0.724,0.087924,0.066038,0.167168,0.452528,0.196585,0.5175,0.364299,0.131153,0.629481,0.4456,0.2752,7
41,0.4635,0.0673,0.3088,0.4753,0.221,0.7319,0.5712,0.3774,0.7474,0.094406,0.069445,0.154214,0.437638,0.172876,0.479252,0.370685,0.087457,0.702644,0.3381,0.2923,7
42,0.0,0.0566,0.3091,0.0159,0.6677,0.0,0.3466,0.3174,1.0,0.40694,0.223717,0.284573,0.0,0.954853,0.034546,0.582316,0.117635,0.0,0.335,0.5786,5
43,0.7131,0.6722,0.1959,0.6883,0.8043,0.3063,0.1545,0.9664,0.6115,0.001005,0.026042,0.006259,0.014196,0.093372,0.185424,0.068172,0.386769,0.908894,0.2092,0.5775,1
44,0.3639,0.0954,0.2838,0.46,0.2133,0.7047,0.5998,0.4034,0.7519,0.11348,0.089241,0.208971,0.506947,0.194798,0.53019,0.377263,0.140337,0.569316,0.3864,0.2795,7
45,0.3987,0.1381,0.2985,0.446,0.2251,0.7712,0.6099,0.3894,0.7142,0.078021,0.06106,0.151094,0.488736,0.197423,0.477021,0.374248,0.184264,0.613707,0.3681,0.2468,7
46,0.0186,0.5189,0.561,0.5128,0.0689,0.1103,0.9972,0.0018,0.4014,0.0,0.0,0.300156,0.052386,0.033638,0.316329,0.532464,0.735895,0.031725,0.3267,0.6234,4
47,0.0499,0.0,0.301,0.0174,0.6744,0.0172,0.3298,0.3095,1.0,0.421892,0.22338,0.272293,0.017271,0.963987,0.034876,0.565739,0.0,0.098074,0.6572,0.563,5
48,0.1067,0.8792,0.4419,0.45,0.2222,0.9147,0.7223,0.5211,0.7009,0.003872,0.004628,0.013492,0.104773,0.038101,0.096066,0.122369,1.006367,0.178806,0.1401,0.6003,2
49,0.191,0.5524,0.8035,0.0111,0.226,0.6127,0.9668,0.7583,0.0835,0.000264,0.005315,0.121227,0.17268,0.079754,0.003544,0.694496,0.854997,0.345909,0.2851,0.5892,4
50,0.0537,0.0994,0.7883,0.2436,0.9027,0.6132,0.2073,0.4724,0.3148,0.009049,0.017598,0.008952,0.039324,0.303468,0.121649,0.965186,0.161582,0.081291,0.1548,0.5674,3
51,0.3831,0.131,0.3242,0.5115,0.2816,0.7226,0.5783,0.4125,0.7455,0.091548,0.074399,0.159747,0.429636,0.223436,0.541521,0.414556,0.178204,0.597214,0.4352,0.2531,7
52,0.3674,0.1206,0.339,0.507,0.25,0.7068,0.5997,0.3365,0.7245,0.095932,0.062702,0.169537,0.427764,0.197306,0.532042,0.438152,0.164195,0.575596,0.4255,0.2648,7
53,0.0262,0.0,0.2805,0.0204,0.6834,0.0,0.3064,0.2807,1.0,0.435017,0.204704,0.254557,0.0,0.989544,0.035487,0.531633,0.0,0.058883,0.3802,0.6057,5
54,0.0368,0.0,0.3091,0.0162,0.6759,0.038,0.3507,0.3378,0.9923,0.385722,0.228143,0.274646,0.03307,0.958027,0.034357,0.579135,0.0,0.077867,0.3829,0.5401,5
55,0.3935,0.1174,0.3359,0.4796,0.2363,0.7148,0.579,0.3886,0.7258,0.099254,0.076538,0.171603,0.443311,0.19545,0.49858,0.430736,0.161416,0.605423,0.4381,0.2612,7
56,0.3819,0.1195,0.3034,0.4839,0.2613,0.7348,0.5892,0.3626,0.7632,0.100286,0.06845,0.170143,0.471218,0.223737,0.529029,0.393769,0.165456,0.60008,0.3833,0.2598,7
57,0.3627,0.1079,0.3238,0.5168,0.2375,0.7364,0.6139,0.3986,0.7229,0.081303,0.065283,0.158032,0.446362,0.192565,0.557042,0.420095,0.152191,0.561761,0.4186,0.2741,7
58,0.392,0.114,0.3032,0.5327,0.2262,0.7172,0.5653,0.3815,0.7347,0.095525,0.07123,0.158178,0.430717,0.179873,0.559243,0.385258,0.148105,0.605423,0.3639,0.269,7
59,0.3007,0.711,0.1416,0.0406,0.4452,0.2318,0.9134,0.469,0.1133,0.005606,0.02967,0.309762,0.118229,0.285669,0.027674,0.098516,0.921851,0.523042,0.3679,0.4207,4
60,0.3879,0.0713,0.3314,0.4901,0.2758,0.7153,0.602,0.3883,0.7273,0.090186,0.069545,0.166469,0.437277,0.22741,0.517583,0.424225,0.094528,0.605423,0.3885,0.3006,7
61,0.8833,0.2234,0.7615,0.1454,0.6424,0.7497,0.3381,0.153,0.0452,0.001022,0.003127,0.007921,0.037567,0.064074,0.018219,0.197117,0.076326,1.1812,0.2327,0.6913,1
62,0.4084,0.1284,0.3362,0.4982,0.2409,0.7127,0.6312,0.3948,0.7553,0.086924,0.065705,0.173958,0.424849,0.18731,0.508823,0.425561,0.173128,0.641009,0.4159,0.2486,7
63,0.7235,0.7357,0.2868,0.0628,0.4682,0.3294,0.4047,0.7003,0.4716,0.024031,0.070077,0.057142,0.055451,0.101838,0.014304,0.074459,0.391113,0.905641,0.1751,0.3773,3
64,0.3767,0.1436,0.3053,0.4884,0.2669,0.6935,0.6155,0.3905,0.7076,0.094201,0.073723,0.18866,0.430813,0.220103,0.518316,0.394351,0.188379,0.586871,0.3936,0.2492,7
65,0.0315,0.0,0.302,0.0221,0.6456,0.0,0.3266,0.318,1.0,0.442253,0.243131,0.287864,0.0,0.948113,0.034945,0.566858,0.0,0.058883,0.4403,0.6063,5
66,0.8473,0.6024,0.9178,0.4731,0.9462,0.5748,0.8379,0.1537,0.6399,0.00013,3.7e-05,0.000616,0.000794,0.012929,0.011801,0.138802,0.192563,0.991428,0.0909,0.8133,0
67,0.6911,0.8011,0.2816,0.0065,0.1078,0.6801,0.41,0.9002,0.7138,0.007282,0.051199,0.038921,0.117912,0.023484,0.002146,0.064282,0.464653,0.92274,0.1276,0.5315,2
68,0.0413,0.8807,0.4049,0.2707,0.317,0.4054,0.5133,0.8765,0.2919,0.005788,0.068968,0.072453,0.075751,0.069359,0.065006,0.11477,1.023582,0.06556,0.0991,0.4446,3
69,0.4105,0.1289,0.3377,0.5079,0.2654,0.7497,0.603,0.3744,0.7141,0.075359,0.055123,0.13819,0.412379,0.201537,0.505378,0.416194,0.169317,0.626899,0.3864,0.2531,7
70,0.4025,0.1087,0.3089,0.481,0.2451,0.7414,0.5976,0.4371,0.7452,0.083753,0.074995,0.161936,0.46255,0.208764,0.512285,0.396234,0.147787,0.624522,0.432,0.2661,7
71,0.0314,0.0019,0.3183,0.021,0.6986,0.0045,0.3334,0.3061,0.9932,0.378078,0.200207,0.244045,0.0,0.966712,0.034096,0.59676,0.0,0.058417,0.3421,0.6074,5
72,0.3762,0.1138,0.3227,0.4657,0.25,0.7337,0.619,0.3979,0.7368,0.088616,0.070153,0.17562,0.470274,0.21373,0.508198,0.415125,0.15039,0.594459,0.3759,0.2694,7
73,0.3932,0.1052,0.3074,0.5043,0.2488,0.6946,0.5986,0.4103,0.7481,0.100466,0.081647,0.187164,0.436939,0.20479,0.535141,0.400707,0.149455,0.610943,0.3876,0.2673,7
74,0.3951,0.1472,0.3066,0.4983,0.2274,0.7395,0.5952,0.4033,0.7402,0.084296,0.066733,0.156265,0.446352,0.183777,0.519915,0.389306,0.19974,0.621642,0.4111,0.2366,7
75,0.0679,0.846,0.7259,0.2763,0.0952,0.4671,0.5467,0.8248,0.4702,0.007704,0.039398,0.048037,0.057483,0.013528,0.040693,0.211668,0.967368,0.109833,0.1355,0.5152,2
76,0.8049,0.2144,0.0521,0.9007,0.2831,0.0605,0.2325,0.7385,0.7224,0.014474,0.036967,0.01522,0.00407,0.020352,0.3018,0.024048,0.104941,0.997088,0.0883,0.63,1
77,0.9022,0.0266,0.4704,0.4158,0.5104,0.834,0.8325,0.5553,0.382,0.001608,0.003459,0.016408,0.062183,0.066525,0.071857,0.10668,0.007475,1.001911,0.1598,0.6357,1
78,0.2961,0.1862,0.64,0.0931,0.1896,0.9974,0.9305,0.7881,0.4077,0.0,0.0,0.0,0.435294,0.133914,0.064817,0.724869,0.264114,0.457668,0.2192,0.636,3
