Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
1,0.7918,0.8158,0.9222,0.5049,0.6261,0.7882,0.6101,0.8461,0.5556,-0.043892,-0.062298,-0.088038,0.124835,0.176514,0.249445,0.354442,0.501882,0.710811,0.2138,0.1659,1
2,0.7988,0.9524,0.8907,0.8011,0.6596,0.9911,0.7136,0.8975,0.9293,-0.027847,-0.043626,-0.062574,0.107402,0.147666,0.233087,0.373149,0.604245,0.897143,0.5342,0.0931,4
3,0.8359,0.9449,0.9312,0.8355,0.8915,0.5374,0.8949,0.7303,0.9618,-0.027115,-0.038928,-0.06437,0.084512,0.146678,0.227278,0.374587,0.608601,0.9328,0.5857,0.1339,4
4,0.5188,0.6721,0.6769,0.8118,0.9959,0.9985,0.6722,0.8171,0.9921,-0.029738,-0.044977,-0.06458,0.118427,0.200101,0.300097,0.434626,0.647291,0.882201,0.7468,0.021,7
5,0.7162,0.5,0.7769,0.6901,1.0,1.0,0.6662,0.5759,1.0,-0.031844,-0.041392,-0.063571,0.11763,0.200124,0.278812,0.444831,0.580345,0.942814,0.7032,0.0128,6
6,0.5526,0.5,0.6498,0.6545,0.7827,0.7316,0.8968,0.5556,1.0,-0.040264,-0.051681,-0.092498,0.135332,0.213552,0.306188,0.454951,0.615106,0.897658,0.6299,0.1088,5
7,0.7463,0.7867,0.9798,0.6688,0.9425,0.5905,0.9347,0.665,0.7362,-0.038899,-0.055412,-0.083222,0.115355,0.174567,0.245111,0.370989,0.530045,0.763658,0.3846,0.1152,1
8,0.9706,0.8709,0.7821,0.5171,0.5888,0.5997,0.9845,0.5028,0.664,-0.042439,-0.059645,-0.087587,0.122557,0.17387,0.24541,0.35449,0.510511,0.738449,0.3648,0.1497,1
9,0.698,0.8138,0.8097,0.838,0.9845,1.0,0.5833,0.6481,1.0,-0.027356,-0.037161,-0.052833,0.10035,0.168489,0.259479,0.405504,0.638589,0.937639,0.5978,0.0635,5
10,0.5,0.5401,0.7702,0.5326,0.9729,0.9686,0.642,0.8068,1.0,-0.034267,-0.051529,-0.072845,0.133287,0.223867,0.283937,0.471753,0.632804,0.883883,0.8177,0.0261,6
11,0.675,0.613,0.7416,0.6118,1.0,1.0,0.8481,0.8388,1.0,-0.027708,-0.042476,-0.068107,0.120115,0.204352,0.270683,0.430739,0.608665,0.932426,0.676,0.0114,7
