Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
1,0.7706,1.0,1.0,0.7718,1.0,0.6269,0.7332,1.0,1.0,-0.0222,-0.0378,-0.0541,0.0776,0.1452,0.2128,0.3832,0.6519,0.9556,0.2052,0.1569,5
2,0.8483,1.0,1.0,0.7944,1.0,0.628,0.8955,1.0,1.0,-0.0201,-0.0341,-0.0544,0.0747,0.1398,0.2075,0.3717,0.6323,0.9755,0.2291,0.1714,5
3,0.9856,0.8304,0.8963,0.85,0.7395,0.8534,0.6622,0.8752,0.7801,-0.0356,-0.0533,-0.075,0.1129,0.1623,0.2421,0.361,0.527,0.804,0.1004,0.0979,1
4,0.8193,1.0,1.0,0.6958,1.0,0.5002,0.9403,1.0,1.0,-0.0215,-0.0366,-0.0599,0.0751,0.1462,0.2049,0.376,0.6397,0.9681,0.2067,0.1669,5
5,0.8589,0.7186,0.9963,0.9635,0.7644,0.821,0.6698,0.9558,0.5728,-0.0435,-0.0619,-0.0875,0.1242,0.1759,0.25,0.3551,0.5019,0.7125,0.1399,0.1622,1
6,0.5582,0.5741,0.5684,0.8314,0.633,0.9782,0.5487,0.9879,0.5723,-0.0439,-0.0625,-0.0881,0.1254,0.1771,0.2515,0.3551,0.5025,0.7109,0.1429,0.166,1
7,0.6329,0.6521,0.9402,0.957,0.5042,0.9948,0.8013,0.7746,0.9939,-0.0289,-0.0424,-0.0668,0.1177,0.1464,0.2748,0.4511,0.6216,0.9109,0.0991,0.0637,5
8,0.9727,0.753,0.7521,0.8621,0.6602,0.5907,0.8354,0.7337,0.6179,-0.0428,-0.061,-0.0872,0.1229,0.1747,0.2501,0.3548,0.5046,0.7248,0.1331,0.1551,1
9,0.7882,0.904,0.7872,0.7916,0.626,0.9347,0.89,0.7514,0.8602,-0.0331,-0.0481,-0.0751,0.1162,0.1603,0.246,0.3676,0.5716,0.8394,0.0869,0.0769,2
10,0.7981,0.5662,0.6076,0.8115,0.9238,0.6117,0.6051,0.6927,0.6594,-0.0428,-0.061,-0.0864,0.1227,0.1786,0.2546,0.3589,0.5081,0.7337,0.1245,0.1486,1
11,0.8001,0.7666,0.9829,0.9943,0.7539,0.8746,0.6186,0.9399,0.5659,-0.0435,-0.0619,-0.0874,0.1242,0.1759,0.2501,0.355,0.5023,0.7122,0.1398,0.1619,1
12,0.666,0.8284,0.9249,0.7688,0.7984,0.7301,0.8778,0.9528,0.572,-0.0436,-0.062,-0.0879,0.1244,0.1764,0.25,0.3551,0.5031,0.7115,0.1407,0.1636,1
13,0.9126,1.0,1.0,0.6771,1.0,0.7425,0.9432,1.0,1.0,-0.0193,-0.0328,-0.0537,0.0783,0.142,0.1966,0.3628,0.6173,0.9901,0.2363,0.1708,5
14,0.9058,0.7863,0.5574,0.8748,0.9969,0.7248,0.5681,0.6853,0.6774,-0.0414,-0.0591,-0.0834,0.1202,0.1766,0.2529,0.3534,0.5128,0.7446,0.1107,0.1328,1
15,1.0,1.0,1.0,0.835,1.0,0.7522,1.0,1.0,1.0,-0.017,-0.0289,-0.0492,0.0712,0.1289,0.1976,0.3494,0.5944,1.0113,0.2766,0.1968,4
16,0.6102,0.7994,0.6058,0.7599,0.8048,0.823,0.5161,0.8512,0.6579,-0.0425,-0.0614,-0.0858,0.1244,0.1778,0.2537,0.3583,0.5166,0.7283,0.1253,0.1478,1
17,0.7101,0.9331,0.8248,0.831,0.6313,0.9611,0.7887,0.5302,0.7592,-0.0386,-0.0535,-0.0799,0.1205,0.1674,0.2496,0.3644,0.5444,0.7705,0.0881,0.1003,2
18,1.0,1.0,1.0,0.9725,1.0,0.8853,1.0,1.0,1.0,-0.0153,-0.026,-0.0442,0.07,0.1223,0.2039,0.3494,0.5944,1.0113,0.2985,0.2017,4
19,0.8284,0.7652,0.9752,0.9315,0.7983,0.9144,0.9118,0.8376,0.8819,-0.0287,-0.0433,-0.0678,0.1047,0.1547,0.2455,0.3888,0.5614,0.8604,0.1128,0.0839,3
20,1.0,1.0,1.0,0.8969,1.0,1.0,1.0,1.0,1.0,-0.015,-0.0256,-0.0435,0.074,0.1259,0.2006,0.3494,0.5944,1.0113,0.2968,0.1926,4
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0144,-0.0245,-0.0417,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3078,0.2006,4
22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8644,-0.0241,-0.0384,-0.0599,0.0936,0.1461,0.228,0.356,0.5557,0.8674,0.181,0.1256,3
23,1.0,1.0,0.8497,1.0,1.0,0.9977,1.0,1.0,1.0,-0.0153,-0.0261,-0.0444,0.0755,0.1284,0.2185,0.337,0.5944,1.0113,0.2869,0.1804,4
24,0.6899,0.563,0.9391,0.825,0.5952,0.8397,0.6944,0.7536,0.8896,-0.0361,-0.0526,-0.0767,0.1203,0.166,0.2628,0.4196,0.5597,0.8461,0.0669,0.0634,3
25,1.0,0.8738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0152,-0.0259,-0.044,0.0749,0.1274,0.2167,0.3687,0.5763,1.0113,0.2846,0.1781,4
26,1.0,1.0,1.0,1.0,1.0,1.0,0.8382,1.0,1.0,-0.0154,-0.0262,-0.0401,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3039,0.2006,4
27,1.0,1.0,1.0,1.0,0.839,1.0,0.9559,1.0,1.0,-0.0157,-0.0266,-0.0441,0.0758,0.1162,0.2054,0.3494,0.5944,1.0113,0.2941,0.1967,4
28,0.6228,0.6511,0.674,0.5226,0.7948,0.737,0.5886,0.6189,0.5918,-0.0439,-0.0622,-0.0881,0.1252,0.1778,0.2507,0.356,0.5042,0.7139,0.1413,0.1641,1
29,1.0,1.0,1.0,1.0,1.0,1.0,0.9467,0.8723,1.0,-0.0155,-0.0243,-0.0412,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.306,0.2006,4
30,1.0,1.0,1.0,1.0,0.8428,0.7981,1.0,1.0,1.0,-0.0167,-0.0284,-0.0483,0.0722,0.1162,0.2054,0.3494,0.5944,1.0113,0.2841,0.2031,4
31,0.7532,0.765,0.9169,0.9779,0.5805,0.7084,0.5314,0.6933,0.9257,-0.0346,-0.0488,-0.067,0.1042,0.146,0.2568,0.4024,0.5893,0.8876,0.0763,0.0839,4
32,0.9036,1.0,1.0,1.0,1.0,1.0,0.9331,0.9828,1.0,-0.0156,-0.0262,-0.0428,0.074,0.1259,0.2141,0.3643,0.6198,0.9877,0.2852,0.1828,5
33,1.0,1.0,1.0,1.0,1.0,1.0,0.9281,0.9611,1.0,-0.0151,-0.025,-0.041,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3058,0.2006,4
34,0.9461,0.9092,0.8359,0.7037,0.9181,0.6395,0.6284,0.6385,0.8718,-0.0342,-0.0478,-0.0691,0.1006,0.1627,0.2306,0.3578,0.5566,0.8693,0.0988,0.0992,3
35,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-0.0173,-0.0295,-0.0365,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.2969,0.2006,4
36,1.0,1.0,1.0,1.0,1.0,1.0,0.6158,0.7854,1.0,-0.0181,-0.0269,-0.0378,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.2982,0.2006,4
37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5122,1.0,-0.0173,-0.0215,-0.0417,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3065,0.2006,4
38,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,-0.0209,-0.0258,-0.0365,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.2954,0.2006,4
39,1.0,1.0,1.0,1.0,1.0,1.0,0.7724,0.5,1.0,-0.019,-0.0235,-0.0394,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3009,0.2006,4
40,1.0,1.0,1.0,1.0,1.0,0.8224,1.0,0.5,1.0,-0.0187,-0.0231,-0.0449,0.0679,0.1207,0.2054,0.3494,0.5944,1.0113,0.297,0.2066,4
41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6655,1.0,-0.0164,-0.0225,-0.0417,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3067,0.2006,4
42,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,-0.0173,-0.0295,-0.0502,0.0854,0.1055,0.2054,0.3494,0.5944,1.0113,0.2712,0.1948,4
43,1.0,1.0,1.0,1.0,0.7609,1.0,1.0,0.5,1.0,-0.0191,-0.0236,-0.0459,0.0781,0.1138,0.2054,0.3494,0.5944,1.0113,0.2879,0.1956,4
44,1.0,1.0,1.0,1.0,1.0,0.8623,1.0,0.7392,1.0,-0.0169,-0.0243,-0.0442,0.0686,0.1207,0.2054,0.3494,0.5944,1.0113,0.2994,0.2052,4
45,1.0,1.0,1.0,1.0,0.8151,1.0,0.5781,1.0,1.0,-0.0182,-0.0309,-0.0402,0.0764,0.1156,0.2054,0.3494,0.5944,1.0113,0.2836,0.1964,4
46,1.0,1.0,1.0,1.0,1.0,1.0,0.8575,0.666,1.0,-0.0174,-0.0239,-0.0403,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3032,0.2006,4
47,1.0,1.0,1.0,1.0,1.0,1.0,0.6567,1.0,1.0,-0.0164,-0.028,-0.0382,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3,0.2006,4
48,1.0,1.0,1.0,1.0,0.8747,1.0,1.0,0.7296,1.0,-0.0169,-0.0242,-0.044,0.0749,0.117,0.2054,0.3494,0.5944,1.0113,0.2965,0.1974,4
49,1.0,1.0,1.0,0.8557,1.0,1.0,0.5,1.0,1.0,-0.0184,-0.0312,-0.0386,0.0752,0.1279,0.1986,0.3494,0.5944,1.0113,0.2811,0.1897,4
50,1.0,1.0,1.0,0.835,1.0,1.0,1.0,0.5,1.0,-0.0186,-0.023,-0.0447,0.0761,0.1294,0.1971,0.3494,0.5944,1.0113,0.288,0.1876,4
51,0.8136,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,-0.0225,-0.0278,-0.0394,0.0767,0.1304,0.2219,0.3775,0.6422,0.9656,0.2573,0.1674,5
52,1.0,1.0,1.0,1.0,1.0,0.8235,0.5,1.0,1.0,-0.0187,-0.0317,-0.0392,0.0679,0.1207,0.2054,0.3494,0.5944,1.0113,0.2867,0.2066,4
53,1.0,1.0,1.0,1.0,1.0,0.9446,0.9376,0.5441,1.0,-0.018,-0.0228,-0.0422,0.07,0.1207,0.2054,0.3494,0.5944,1.0113,0.3017,0.2025,4
54,1.0,1.0,1.0,1.0,1.0,0.8774,0.7814,1.0,1.0,-0.0165,-0.0282,-0.0415,0.069,0.1207,0.2054,0.3494,0.5944,1.0113,0.2959,0.2045,4
55,1.0,1.0,1.0,1.0,0.9328,1.0,1.0,0.5,1.0,-0.0179,-0.0221,-0.043,0.0731,0.1188,0.2054,0.3494,0.5944,1.0113,0.3009,0.1987,4
56,1.0,1.0,1.0,1.0,1.0,1.0,0.8028,0.851,1.0,-0.0166,-0.0256,-0.0397,0.071,0.1207,0.2054,0.3494,0.5944,1.0113,0.3023,0.2006,4
