x1,x2,x3,x4,x5,x6,x7,x8,x9,y1,y2,y3,y4,y5,y6,y7,y8,y9,Fitness,Nc,dy_err1,dy_err2,dy_err3,dy_err4,dy_err5,dy_err6,dy_err7,dy_err8,dy_err9
4.0,3.7,7.5,1.8,2.2,0.8,0.3,6.0,0.5,22.42,19.21,16.02,17.05,20.35,32.14,29.58,20.94,27.95,0.293939,1,0.3406,0.2316,0.3323,0.0526,0.0,0.4644,0.2415,0.1622,0.441
1.17,3.58,14.36,1.84,2.19,1.39,0.49,24.89,2.5,36.45,16.56,24.44,18.47,4.34,61.19,39.57,27.08,55.07,0.169497,7,0.0,0.3374,0.0,0.0,0.3804,0.0,0.0,0.0,0.0
1.17,3.4645,14.36,1.714,2.1221,1.1102,0.3655,24.89,1.7724,23.59,33.64,22.26,17.42,19.4,50.69,35.19,23.97,40.85,0.136979,2,0.3062,0.0,0.0725,0.0323,0.0,0.1552,0.0976,0.0412,0.183
1.1631,3.5168,14.419,1.727,2.1414,1.2133,0.3913,25.3568,2.1062,27.52,28.16,23.18,17.81,15.04,54.81,36.45,24.87,45.69,0.079425,2,0.1905,0.0,0.034,0.0104,0.0,0.0865,0.0653,0.005,0.0862
1.138,3.5523,14.4696,1.7367,2.1547,1.274,0.4098,26.0099,2.2592,29.98,24.49,23.73,18.09,12.47,57.12,37.42,25.4,48.6,0.046276,3,0.1183,0.0202,0.0111,0.0,0.0,0.0481,0.0406,0.0,0.0281
1.1146,3.552,14.4696,1.7367,2.1596,1.3135,0.4124,26.5044,2.3073,31.17,23.81,23.87,18.15,11.52,58.07,37.77,25.56,50.12,0.035356,4,0.0833,0.0476,0.0052,0.0,0.0,0.0321,0.0316,0.0,0.0
1.0876,3.518,14.4696,1.7367,2.1486,1.3336,0.4511,28.4067,2.3649,32.58,25.19,23.87,18.06,10.03,58.41,38.85,25.69,50.95,0.01667,5,0.0419,0.0,0.0056,0.0,0.0,0.0264,0.0038,0.0,0.0
1.0679,3.5345,14.4696,1.7367,2.1547,1.3405,0.4584,28.6688,2.4106,33.19,23.65,24.06,18.16,9.41,59.23,39.21,25.82,51.53,0.020135,6,0.0239,0.054,0.0,0.0,0.0,0.0128,0.0,0.0,0.0
1.0679,3.4983,14.4696,1.7367,2.1409,1.354,0.4606,28.6688,2.4188,33.36,26.44,23.9,18.0,9.17,59.23,39.04,25.82,51.93,0.007689,6,0.0188,0.0,0.004,0.0,0.0,0.0128,0.0,0.0,0.0
1.0476,3.5137,14.4696,1.7367,2.1503,1.3696,0.4606,28.6688,2.4382,33.95,24.82,24.05,18.1,8.79,59.86,39.21,25.9,52.62,0.002589,6,0.0014,0.0073,0.0,0.0,0.0,0.0023,0.0,0.0,0.0
1.0476,3.4912,14.4696,1.7367,2.1515,1.3697,0.4624,28.6688,2.4387,34.03,25.53,23.97,18.0,8.76,59.87,39.15,25.9,52.56,0.000845,7,0.0,0.0,0.0013,0.0,0.0,0.0021,0.0,0.0,0.0
1.0362,3.5046,14.7326,1.7367,2.1515,1.3697,0.4624,28.6688,2.4627,34.1,24.78,24.23,18.07,8.56,60.25,39.22,26.07,52.81,0.002916,8,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0362,3.4702,14.7326,1.7367,2.1237,1.3697,0.4624,28.6688,2.4627,33.61,29.07,24.02,17.9,8.66,59.92,38.92,26.01,52.75,0.004336,5,0.0116,0.0,0.0,0.0055,0.0,0.0014,0.0019,0.0,0.0
1.0362,3.5256,14.7326,1.7367,2.1251,1.3774,0.4682,28.884,2.4704,34.01,26.55,24.26,18.17,8.29,60.0,39.36,26.06,53.17,1.3e-05,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0362,3.5256,14.7326,1.7367,2.1251,1.3774,0.4682,28.884,2.4949,34.1,26.52,24.31,18.17,8.1,60.37,39.38,26.12,53.35,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
