x1,x2,x3,x4,x5,x6,x7,x8,x9,y1,y2,y3,y4,y5,y6,y7,y8,y9,Fitness,Nc,dy_err1,dy_err2,dy_err3,dy_err4,dy_err5,dy_err6,dy_err7,dy_err8,dy_err9
5,5,5,5,5,5,5,5,5,7.4,1.52,0.76,0.37,7.15,1.44,0.9,3.96,1.89,0.892897,0,0.2601,0.9806,0.9842,0.9693,0.9702,0.9639,0.9102,0.9391,0.8106
9.0,9.0,7.53,7.82,9.0,9.0,9.0,5.8,9.0,7.81,113.01,44.46,6.93,336.65,50.79,10.35,31.96,13.53,0.233476,5,0.2195,0.0,0.0738,0.4226,0.0,0.0,0.0,0.5084,0.0
9.0,8.2259,7.9278,8.265,9.0,9.0,8.376,5.7535,9.0,13.68,60.76,45.11,12.99,432.7,40.85,9.31,43.68,11.93,0.135345,5,0.0,0.221,0.0602,0.0,0.0,0.0,0.0693,0.328,0.0
9.0,8.2259,8.8376,8.8519,8.6306,9.0,8.7108,5.6207,9.0,12.77,79.8,46.59,12.54,331.24,47.68,10.12,61.29,9.45,0.028233,6,0.0,0.0,0.0294,0.0,0.0,0.0,0.0,0.0571,0.0552
9.0,8.6799,8.8376,8.9591,8.722,9.0,8.3486,5.6121,9.0,10.41,56.69,45.65,16.24,398.13,42.06,9.57,65.58,14.67,0.093647,6,0.0,0.2732,0.049,0.0,0.0,0.0,0.0433,0.0,0.0
9.0,8.6799,8.8376,8.9591,8.3872,9.0,8.6569,5.5697,9.0,9.79,79.48,46.49,13.49,307.84,46.83,10.12,63.04,12.14,0.016075,6,0.0205,0.0,0.0315,0.0,0.0,0.0,0.0,0.0302,0.0
9.0,8.0531,8.8376,8.9731,8.3872,9.0,8.6569,5.5551,9.0,13.82,77.58,47.3,13.55,307.76,46.68,10.09,63.28,8.45,0.052628,5,0.0,0.0053,0.0146,0.0,0.0,0.0,0.0,0.0265,0.1549
9.0,8.3265,8.8693,8.98,8.4181,9.0,8.2422,5.5384,9.0,12.7,52.36,46.61,17.29,369.07,39.93,9.38,66.59,12.13,0.11195,5,0.0,0.3288,0.0289,0.0,0.0,0.0018,0.0623,0.0,0.0
9.0,8.3265,8.8693,8.98,8.142,9.0,8.6622,6.3801,9.0,11.92,80.74,43.79,13.52,230.5,54.15,9.98,63.48,9.42,0.038214,4,0.0,0.0,0.0877,0.0,0.0396,0.0,0.0017,0.0233,0.0578
9.0,8.469,8.8896,8.9841,8.3162,9.0,8.0539,6.3122,9.0,11.97,44.01,43.21,19.01,328.91,43.39,8.98,67.96,13.83,0.152877,6,0.0,0.4357,0.0999,0.0,0.0,0.0,0.1024,0.0,0.0
9.0,8.469,8.8896,8.9841,7.8446,9.0,8.5716,6.1991,9.0,10.98,77.27,44.66,14.34,220.48,50.71,9.85,64.03,10.24,0.036513,4,0.0,0.0093,0.0696,0.0,0.0813,0.0,0.015,0.015,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,9.0,5.34,9.0,10.96,98.5,47.22,10.72,361.93,51.77,10.85,63.3,10.06,0.037025,6,0.0,0.0,0.0162,0.1067,0.0,0.0,0.0,0.0261,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.3223,9.0,11.36,78.56,47.01,12.88,402.44,46.89,10.34,65.05,11.5,0.006864,8,0.0,0.0,0.0206,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.295,9.0,11.36,78.56,47.1,12.88,403.95,46.7,10.34,65.05,11.5,0.006224,8,0.0,0.0,0.0187,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.2427,9.0,11.36,78.57,47.28,12.88,406.81,46.35,10.35,65.05,11.5,0.005015,8,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.2353,9.0,11.36,78.57,47.3,12.88,407.21,46.3,10.35,65.05,11.5,0.004846,8,0.0,0.0,0.0145,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.224,9.0,11.35,78.57,47.34,12.89,407.82,46.23,10.35,65.05,11.5,0.004588,8,0.0,0.0,0.0138,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.2147,9.0,11.35,78.57,47.37,12.89,408.32,46.17,10.35,65.05,11.5,0.004377,8,0.0,0.0,0.0131,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.207,9.0,11.35,78.57,47.39,12.89,408.74,46.12,10.35,65.05,11.5,0.004202,8,0.0,0.0,0.0126,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.2007,9.0,11.35,78.57,47.42,12.89,409.08,46.08,10.35,65.05,11.5,0.00406,8,0.0,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.2006,9.0,11.35,78.57,47.42,12.89,409.08,46.08,10.35,65.05,11.5,0.004058,8,0.0,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.2005,9.0,11.35,78.57,47.42,12.89,409.09,46.08,10.35,65.05,11.5,0.004056,8,0.0,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.1953,9.0,11.35,78.57,47.43,12.89,409.36,46.04,10.36,65.05,11.5,0.003938,8,0.0,0.0,0.0118,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.191,9.0,11.35,78.57,47.45,12.89,409.59,46.02,10.36,65.05,11.5,0.003841,8,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.1874,9.0,11.35,78.57,47.46,12.89,409.79,45.99,10.36,65.05,11.5,0.00376,8,0.0,0.0,0.0113,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.1844,9.0,11.35,78.57,47.47,12.89,409.95,45.97,10.36,65.05,11.5,0.003693,8,0.0,0.0,0.0111,0.0,0.0,0.0,0.0,0.0,0.0
9.0,8.469,8.8896,9.0,9.0,9.0,8.7488,5.182,9.0,11.35,78.57,47.48,12.89,410.07,45.96,10.36,65.05,11.5,0.003639,8,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0
