x1,x2,x3,x4,x5,x6,x7,x8,x9,y1,y2,y3,y4,y5,y6,y7,y8,y9,Fitness,Nc,dy_err1,dy_err2,dy_err3,dy_err4,dy_err5,dy_err6,dy_err7,dy_err8,dy_err9
0,30,20,0,30,30,20,0,20,5.48,7.52,4.51,6.08,9.16,4.5,7.69,1.92,3.62,0.248213,2,0.0875,0.115,0.0601,0.132,0.0,0.3075,0.0,0.6162,0.1959
5.7,24.0,29.22,0.0,0.04,24.0,20.0,30.0,28.02,8.5,7.69,4.77,5.35,7.48,5.67,7.29,7.73,1.29,0.255916,3,0.0,0.0959,0.0054,0.2353,0.0033,0.1275,0.0,0.0,0.7131
1.63,29.85,29.56,0.0,6.04,29.07,20.0,24.0,22.02,7.52,7.47,4.57,5.82,8.54,5.56,7.5,7.01,2.33,0.182191,4,0.0,0.1209,0.0483,0.169,0.0,0.145,0.0,0.0,0.4819
1.1976,29.85,29.6884,0.0,9.7103,16.8799,20.0,14.0135,9.6118,5.71,11.94,4.07,6.81,7.27,9.6,5.59,7.07,4.86,0.054627,5,0.0486,0.0,0.1512,0.0265,0.0303,0.0,0.0,0.0,0.0
1.1976,29.8575,29.6884,0.0,12.3057,18.3818,20.0,17.5232,11.9163,6.21,11.14,4.29,6.69,7.46,8.41,5.85,6.59,4.29,0.041399,5,0.0,0.0,0.1059,0.0444,0.005,0.0,0.0,0.0,0.047
1.1976,29.8575,29.8301,0.0,16.7865,20.7025,20.0,19.4537,7.1336,6.09,10.52,4.56,6.95,7.78,7.25,6.06,5.8,4.49,0.016919,6,0.0,0.0,0.0501,0.0077,0.0,0.0,0.0,0.0,0.0029
1.1976,29.8575,29.8301,0.0,19.8077,20.7025,20.0,20.2061,5.3662,6.13,10.34,4.75,7.01,7.82,6.66,6.02,5.07,4.46,0.004527,7,0.0,0.0,0.0102,0.0,0.0,0.0,0.0,0.0,0.0089
1.1976,29.8575,29.8301,0.0,20.6015,20.7025,20.0,20.4935,5.0527,6.15,10.27,4.81,7.01,7.84,6.44,6.02,4.85,4.44,0.011459,6,0.0,0.0,0.0,0.0,0.0,0.0088,0.0,0.0306,0.013
1.1976,29.378,29.8301,0.0,16.4744,19.9202,20.0,18.0187,4.5932,5.91,10.94,4.46,7.09,7.63,7.79,5.85,5.95,4.81,0.02434,7,0.0154,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0
1.1976,29.378,29.8301,0.0,17.7131,19.9202,20.0,19.8602,7.2362,6.13,10.64,4.61,6.98,7.67,7.2,5.96,5.66,4.47,0.013647,6,0.0,0.0,0.0401,0.0034,0.0,0.0,0.0,0.0,0.0073
