x1,x2,x3,x4,x5,x6,x7,x8,x9,y1,y2,y3,y4,y5,y6,y7,y8,y9,Fitness,Nc,dy_err1,dy_err2,dy_err3,dy_err4,dy_err5,dy_err6,dy_err7,dy_err8,dy_err9
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.04,-0.06,-0.09,0.12,0.18,0.25,0.35,0.5,0.71,0.168965,1,0.1048,0.25,0.2627,0.0,0.0179,0.1071,0.1161,0.1667,0.2478
0.5732,0.7761,0.7753,0.8215,0.8165,0.8769,0.7863,0.7046,0.9419,-0.03,-0.05,-0.07,0.12,0.18,0.27,0.41,0.63,0.86,0.034772,4,0.0,0.0,0.0244,0.0411,0.0253,0.0296,0.0,0.0,0.0841
0.5703,0.7392,0.753,0.7996,0.8118,0.8811,0.7863,0.7046,0.9622,-0.03,-0.05,-0.07,0.12,0.18,0.28,0.42,0.63,0.87,0.02674,4,0.0,0.0,0.0334,0.0202,0.001,0.009,0.0,0.0,0.0695
0.5676,0.7169,0.7356,0.7811,0.8072,0.8855,0.7863,0.7046,0.9739,-0.03,-0.05,-0.07,0.12,0.18,0.28,0.42,0.64,0.88,0.025194,6,0.0,0.0,0.0445,0.0009,0.0,0.0,0.0,0.0,0.0611
0.6069,0.7139,0.7221,0.7896,0.7663,0.9409,0.7863,0.7046,0.9591,-0.03,-0.05,-0.07,0.12,0.18,0.28,0.41,0.62,0.88,0.02501,5,0.0,0.0,0.0404,0.0,0.0016,0.0056,0.0,0.0,0.063
0.6025,0.6947,0.7132,0.7834,0.772,0.9406,0.7863,0.7046,0.9722,-0.03,-0.05,-0.07,0.12,0.18,0.28,0.42,0.63,0.89,0.022384,7,0.0,0.0,0.0407,0.0,0.0,0.0,0.0,0.0,0.0534
0.6353,0.7155,0.7261,0.7994,0.8131,0.9564,0.7863,0.7046,0.9809,-0.03,-0.04,-0.07,0.12,0.18,0.28,0.42,0.63,0.9,0.013289,5,0.0,0.0,0.0,0.012,0.0031,0.0051,0.0,0.0,0.0376
0.6261,0.6954,0.7086,0.78,0.8078,0.9543,0.7863,0.7046,0.9851,-0.03,-0.04,-0.07,0.12,0.18,0.28,0.42,0.63,0.91,0.012329,7,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0363
0.6284,0.6991,0.7095,0.7814,0.8098,0.9552,0.7863,0.7046,0.9885,-0.03,-0.04,-0.07,0.12,0.18,0.28,0.42,0.63,0.91,0.010919,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0328
0.6528,0.6991,0.7095,0.7814,0.8098,0.9552,0.7863,0.7046,0.9907,-0.03,-0.04,-0.07,0.12,0.18,0.28,0.42,0.63,0.92,0.008075,6,0.0,0.0,0.0,0.0014,0.0,0.0003,0.0,0.0,0.0242
0.6464,0.6916,0.7073,0.7774,0.8007,0.9514,0.7863,0.7046,0.9927,-0.03,-0.04,-0.07,0.12,0.18,0.28,0.42,0.63,0.92,0.008038,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241
0.6667,0.6916,0.7073,0.7774,0.8007,0.9514,0.7863,0.7046,0.9941,-0.03,-0.04,-0.07,0.12,0.18,0.28,0.42,0.62,0.92,0.005775,7,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0173
0.6603,0.6787,0.7003,0.7797,0.8007,0.9492,0.7863,0.7046,0.9954,-0.03,-0.04,-0.07,0.12,0.18,0.28,0.42,0.62,0.92,0.005943,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178
0.6778,0.6787,0.7003,0.7797,0.8007,0.9492,0.7863,0.7046,0.9963,-0.03,-0.04,-0.07,0.12,0.18,0.28,0.42,0.62,0.93,0.004059,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122
0.6925,0.6787,0.7003,0.7797,0.8007,0.9492,0.7863,0.7046,0.997,-0.03,-0.04,-0.07,0.12,0.18,0.28,0.41,0.62,0.93,0.00279,6,0.0,0.0,0.0,0.0034,0.0,0.0016,0.0,0.0,0.0075
0.6816,0.6623,0.6899,0.7776,0.7899,0.9477,0.7863,0.7046,0.9977,-0.03,-0.04,-0.07,0.12,0.18,0.28,0.42,0.62,0.93,0.00372,7,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0098
0.6955,0.6841,0.7008,0.778,0.8015,0.9587,0.7863,0.7046,0.9984,-0.03,-0.04,-0.07,0.12,0.18,0.28,0.41,0.62,0.94,0.002736,6,0.0,0.0,0.0,0.0043,0.0,0.0046,0.0,0.0,0.0053
