Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,Y,Fitness,Nc
1,2.0223,3.5104,13.8099,1.7535,2.274,0.5026,0.2183,7.5421,0.524,17.3789,21.0183,20.6765,16.8604,29.7214,48.0194,29.6055,22.7812,26.3564,0.5664,0.2618,1
2,1.0,3.1,7.5,1.6,2.1,0.5,0.2,6.367,0.5,12.6742,63.2899,16.5668,15.268,36.5244,54.89,26.1212,19.1916,24.4278,0.8886,0.3239,2
3,1.0,3.602,7.5,1.6,2.1,0.5,0.2,6.186,0.5,12.6188,43.5763,18.1599,17.7415,36.032,54.7412,28.2151,19.4095,26.1032,0.7603,0.3014,2
4,1.0,3.1,7.5,1.9,2.4,0.5,0.5,6.1866,0.5,24.7895,22.007,17.744,15.8041,19.3627,57.1082,41.3701,22.5393,28.9355,0.352,0.2,2
5,2.135,3.3084,13.7019,1.7753,2.1651,0.5644,0.2437,7.608,0.8093,16.2815,38.5463,19.6539,15.9144,28.2239,46.3734,28.1442,22.8754,27.3695,0.6039,0.2706,2
6,1.0,3.2203,7.6875,1.6,2.1,0.5,0.2,6.1837,0.5,12.6593,58.4416,16.9886,15.8063,36.4058,54.8418,26.5732,19.2762,24.7852,0.8576,0.3179,2
7,2.822,3.187,11.5857,1.6979,2.1406,0.7947,0.3164,30.0,0.6974,19.0855,44.2495,17.5262,15.2625,26.1262,32.5042,35.4296,21.2188,27.5018,0.6126,0.2852,2
8,1.2001,3.1677,7.5,1.6,2.1,0.6756,0.2,6.1791,0.5356,14.1088,59.775,16.6647,15.6137,34.8999,52.0653,26.2001,19.2363,26.5,0.8401,0.3078,2
9,1.3758,3.2557,9.316,1.6857,2.1,0.5,0.2,12.0009,0.564,12.9036,54.4137,17.585,15.8782,33.5293,49.7073,27.4734,20.413,25.7848,0.7897,0.3083,2
10,1.4157,3.1,9.334,1.6,2.1,0.5,0.2,11.5387,0.596,13.0775,60.9364,17.0694,15.104,35.6771,49.7023,26.6767,19.6261,24.1748,0.8687,0.3215,2
11,1.4186,3.5743,9.2898,1.6,2.1,0.5,0.2,11.4625,0.5,12.9297,42.4891,18.5211,17.3296,35.4477,49.1683,28.5743,19.7477,25.4021,0.7554,0.3033,2
12,1.025,3.1,9.269,1.891,2.1,0.5,0.2,11.5329,0.7849,12.5735,60.5384,17.4672,15.3941,28.3193,53.9876,27.1322,22.3606,29.1461,0.7157,0.2944,2
13,1.4675,3.1,9.4094,1.6,2.1,1.011,0.2,11.614,0.5,18.2746,59.7208,16.9763,15.4201,31.1795,45.9777,27.093,19.7384,31.5914,0.7621,0.2683,2
14,1.3901,3.1,9.6456,1.6,2.4,0.5,0.5,11.5915,0.5,25.0744,20.6437,18.2315,15.4506,25.9279,50.8114,40.2662,20.5041,24.0887,0.4896,0.236,2
15,1.5109,3.1,8.8745,1.6,2.1,0.6098,0.2,11.6265,0.5844,13.7804,60.9021,16.8099,15.1305,34.9196,48.0333,26.5418,19.4956,25.1617,0.8571,0.3173,2
16,1.7585,3.1,9.1368,1.9,2.1,0.5,0.2,11.5209,0.5,13.4532,59.3095,16.8407,15.1852,27.6984,47.8668,26.8456,22.2265,28.0621,0.7169,0.3021,2
17,1.4538,3.1721,9.0711,1.6,2.1,0.7511,0.2,11.3962,0.9917,15.3573,57.6407,17.4177,15.5306,32.7739,49.423,26.9474,19.8965,28.2169,0.7858,0.2892,2
18,1.1907,3.1,8.896,1.6,2.1,0.5738,0.2,11.146,0.5,12.9801,61.6059,16.9626,15.2037,35.7349,50.5236,26.5604,19.4745,24.898,0.8707,0.3197,2
19,1.0,3.1,8.746,1.6,2.1,0.9772,0.2,11.5772,0.5,17.0636,61.2102,16.9677,15.5341,32.1801,49.4636,27.1155,19.5757,31.3738,0.7826,0.2713,2
20,1.0744,3.1,8.1819,1.6,2.1,0.5,0.2,11.0842,0.5,12.5021,62.5588,16.7725,15.2288,36.3488,52.2488,26.6811,19.3256,24.339,0.8853,0.3241,2
21,1.1646,3.1,8.2699,1.6,2.1,0.834,0.2,10.4419,0.5,15.285,61.6194,16.7165,15.38,33.6562,49.3765,26.5234,19.3861,28.443,0.825,0.2956,2
22,1.0,3.7,8.2636,1.6,2.1,0.5,0.2,10.7624,0.5,12.3241,38.9374,18.8096,18.2327,35.8478,52.6065,29.2087,19.6036,26.3784,0.7342,0.2984,3
23,1.7503,3.1,8.199,1.6,2.1,0.5,0.2,10.7677,0.5,13.601,61.246,16.3925,15.0234,35.5053,47.628,26.4181,19.2979,23.6723,0.8764,0.3272,2
24,1.3789,3.1,7.5,1.6,2.1,0.5,0.2,10.5359,0.5,13.0538,62.5131,16.3778,15.1697,35.9801,50.466,26.521,19.1821,24.0958,0.8846,0.3258,2
