Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
1,1.0,3.7,13.2728,1.6,2.4,1.4,0.5,12.8947,2.5,41.280292,-8.757216,25.024191,19.059826,9.282984,68.317745,41.366055,25.005233,52.589149,0.6761,0.4501,8
2,1.0,3.7,13.4224,1.6,2.4,1.4,0.5,11.1736,2.5,41.365393,-8.855422,25.106419,19.055179,9.284929,68.929304,41.588431,25.059381,52.601815,0.8258,0.4514,8
3,1.0,3.7,12.9969,1.9,2.4,1.4,0.5,10.0274,2.5,41.355805,-9.668641,24.922552,19.223246,2.140545,70.271775,41.999845,27.520049,56.614087,0.8764,0.5169,7
4,1.0,3.7,14.0562,1.6,2.1,1.4,0.5,9.6745,2.5,35.759408,22.679347,24.499227,18.904653,10.285871,65.167618,40.075706,24.679391,52.827508,0.7934,0.0312,7
5,1.0,3.1,12.0925,1.6,2.1,1.4,0.5,9.2756,2.5,35.933503,47.906406,21.286832,16.153075,10.949934,66.009499,37.649174,23.75295,51.070814,0.6466,0.0548,5
6,1.8587,3.7,13.335,1.9,2.4,1.4,0.5,10.1928,2.5,42.702832,-11.583783,24.532861,18.915848,1.212992,64.130786,41.622701,27.57444,55.600174,0.7727,0.5602,7
7,1.0,3.7,13.3387,1.9,2.4,1.4,0.5,10.1327,1.6658,38.536406,-8.951407,23.452819,19.198479,7.712158,59.387843,40.829313,26.009097,51.2768,0.7041,0.4528,6
8,1.0,3.7,13.1681,1.9,2.4,0.6769,0.2,10.2058,2.5,24.065846,-0.243422,25.059277,18.418064,15.689154,73.887226,33.893403,27.224292,41.278423,0.6405,0.3578,5
9,1.0,3.7,12.5856,1.9,2.1,1.4,0.5,10.7347,2.5,35.663551,22.669822,23.75073,19.098926,2.587316,65.891032,40.246367,26.944737,56.875626,0.6207,0.2124,6
10,1.0,3.7,13.2225,1.9,2.4,1.4,0.5,9.1713,2.5,41.39943,-9.832415,25.04045,19.217567,2.136665,70.576956,42.145975,27.603811,56.606169,0.7718,0.519,7
11,1.0,3.1,13.5376,1.6,2.4,1.4,0.5,10.1965,2.5,41.494171,14.713564,22.981616,16.341061,9.874973,69.52486,39.20529,24.878873,51.084389,0.6342,0.1413,5
12,1.0156,3.7,14.3157,1.9,2.4,1.4,0.5,11.3982,2.5,41.262645,-10.767725,25.643386,19.196711,2.065384,69.296585,41.749758,28.04255,56.562302,0.7806,0.5317,7
13,1.7243,3.7,13.8145,1.6,2.4,1.4,0.5,11.6443,2.5,42.472045,-10.546533,24.865063,18.810026,8.491226,63.639629,41.242455,25.14621,51.824603,0.7242,0.474,8
14,1.2888,3.7,12.9352,1.6,2.4,1.4,0.5,9.7723,2.5,41.925481,-9.014015,24.677041,18.976779,8.968334,67.574482,41.737158,24.874988,52.29308,0.6745,0.4535,7
15,1.0,3.7,13.7768,1.9,2.4,1.4,0.5,10.4223,2.5,41.304744,-10.29035,25.347536,19.207398,2.11276,69.940012,41.916857,27.82225,56.587101,0.8658,0.5249,7
16,1.7443,3.7,14.5987,1.9,2.1,1.4,0.5,10.1663,2.5,36.801545,19.670962,24.381576,18.813361,1.724651,60.504413,40.008708,27.678928,55.992011,0.7493,0.2611,7
17,1.0,3.7,14.8195,1.9,2.4,1.4,0.5,9.158,2.5,41.343688,-11.098723,25.945175,19.198608,2.08277,70.226431,42.109733,28.257895,56.589499,0.8308,0.5353,7
18,1.0,3.7,14.5018,1.9,2.1,1.4,0.2,8.3407,2.5,30.666899,29.247281,24.809881,18.964618,7.502444,69.556036,33.883048,27.727004,58.167005,0.7332,0.0546,7
19,1.0,3.7,15.0,1.9,2.1,1.4,0.5,9.2702,1.5848,32.625575,21.850779,23.303146,19.04389,8.567621,54.269836,39.174179,26.133504,51.061141,0.5836,0.0552,5
20,1.8401,3.7,14.4312,1.9,2.4,1.4,0.5,9.05,2.5,42.700888,-12.394687,25.160474,18.908982,1.200691,64.498132,41.807806,28.018488,55.613705,0.6507,0.57,7
21,1.0,3.1,11.1901,1.9,2.1,1.4,0.5,7.8612,2.5,35.971334,47.481781,20.958906,16.320276,3.239259,67.645641,38.251824,26.232821,55.265761,0.6707,0.1867,5
22,1.0,3.7,11.7676,1.9,2.4,1.4,0.2,22.51,1.224,32.115537,0.573701,22.073158,19.197325,14.664703,55.027767,37.689197,24.880646,50.711037,0.6592,0.3287,3
23,1.0,3.7,12.5404,1.9,2.4,1.4,0.2,24.1351,1.377,32.407392,-0.172924,22.668832,19.182089,13.947559,55.819545,38.449219,25.348848,51.292113,0.6173,0.3373,4
