x1,x2,x3,x4,x5,x6,x7,x8,x9,y1,y2,y3,y4,y5,y6,y7,y8,y9,Fitness,Nc,dy_err1,dy_err2,dy_err3,dy_err4,dy_err5,dy_err6,dy_err7,dy_err8,dy_err9
4,5,8,0,4,5,2,5,2,3.52,0.02,0.0,3.59,-0.1,19.87,0.58,0.2,3.2,0.87845,1,0.0,0.9979,0.9998,0.9282,1.0048,0.5584,0.9519,0.9921,0.936
4.0,5.0,8.0,1.0,1.81,4.67,8.0,0.0,8.0,0.92,9.09,27.67,52.37,43.57,69.58,8.7,14.06,27.17,0.229849,6,0.0,0.0,0.0,0.0,0.0,0.0,0.2748,0.4377,0.4565
4.0,5.0,8.0,2.9324,2.9851,4.67,8.0,0.0,8.0,0.72,15.62,27.17,67.13,30.73,31.72,15.67,24.17,31.16,0.159946,6,0.0,0.0,0.0,0.0,0.0,0.2952,0.0,0.033,0.3769
4.0,5.0,8.0,2.5104,2.921,4.67,8.0,0.3191,8.0,0.73,13.43,27.27,62.87,31.55,36.76,14.29,19.18,32.71,0.151725,6,0.0,0.0,0.0,0.0,0.0,0.1831,0.0,0.2327,0.3457
4.0,5.0,8.0,2.1804,2.9213,4.67,8.0,0.3807,8.0,0.72,12.55,27.36,61.29,33.14,40.75,13.36,17.97,34.08,0.145039,6,0.0,0.0,0.0,0.0,0.0,0.0944,0.0,0.2811,0.3184
4.0,5.0,8.0,1.9153,2.9351,4.67,8.0,0.4982,8.0,0.72,11.71,27.42,59.69,34.09,44.08,12.68,16.45,35.5,0.149638,6,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,0.3421,0.29
4.0,5.0,8.0,0.881,3.1453,4.67,8.0,0.4872,8.0,0.67,10.28,27.7,57.73,40.7,57.6,10.51,16.05,42.17,0.136589,6,0.0,0.0,0.0,0.0,0.0,0.0,0.1238,0.3578,0.1566
4.0,5.0,8.0,2.3811,3.5435,4.67,8.0,0.1886,8.0,0.64,15.19,27.32,67.98,32.69,34.05,15.23,24.52,39.51,0.107262,6,0.0,0.0,0.0,0.0,0.0,0.2433,0.0,0.0191,0.2098
4.0,5.0,8.0,2.0522,3.3813,4.67,8.0,0.2794,8.0,0.66,13.71,27.4,64.88,34.24,38.96,13.93,21.64,39.29,0.095429,6,0.0,0.0,0.0,0.0,0.0,0.1341,0.0,0.1345,0.2142
4.0,5.0,8.0,1.7936,3.2895,4.67,8.0,0.3432,8.0,0.66,12.74,27.47,62.84,35.51,42.92,13.04,19.85,39.5,0.099221,6,0.0,0.0,0.0,0.0,0.0,0.0463,0.0,0.2059,0.21
4.0,5.0,8.0,1.5851,3.2377,4.67,8.0,0.3825,8.0,0.67,12.08,27.52,61.46,36.62,46.14,12.39,18.75,39.9,0.107102,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2498,0.202
4.0,5.0,8.0,1.5851,3.627,4.67,8.0,0.1646,8.0,0.62,13.68,27.54,65.83,37.68,43.03,13.13,23.77,43.99,0.045694,6,0.0,0.0,0.0,0.0,0.0,0.0438,0.0,0.0493,0.1202
4.0,5.0,8.0,1.4013,3.514,4.67,8.0,0.2531,8.0,0.63,12.74,27.58,63.7,38.42,46.42,12.43,21.56,43.68,0.062259,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375,0.1265
4.0,5.0,8.0,1.4013,3.7606,4.67,8.0,0.1233,8.0,0.61,13.75,27.59,66.45,39.06,44.42,12.89,24.86,46.45,0.024158,6,0.0,0.0,0.0,0.0,0.0,0.0129,0.0,0.0056,0.0711
4.0,5.0,8.0,1.2436,3.6333,4.67,8.0,0.1917,8.0,0.62,12.88,27.63,64.44,39.77,47.64,12.24,22.78,45.75,0.04094,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0887,0.0849
4.0,5.0,8.0,1.2436,3.8349,4.67,8.0,0.0991,8.0,0.6,13.67,27.64,66.6,40.23,45.97,12.62,25.38,48.13,0.012474,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0374
4.0,5.0,8.0,1.2436,3.9609,4.67,8.0,0.0991,8.0,0.59,13.99,27.64,67.57,40.16,44.94,12.86,26.31,49.83,0.001201,7,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0034
4.0,5.0,8.0,1.1375,3.8943,4.67,8.0,0.1487,8.0,0.59,13.43,27.66,66.31,40.62,46.95,12.45,24.92,49.61,0.002801,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0078
4.0,5.0,8.0,1.1375,3.9275,4.67,8.0,0.1481,8.0,0.59,13.52,27.67,66.56,40.61,46.67,12.51,25.17,50.06,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
