Iteration,X1,X2,X3,X4,X5,X6,X7,X8,X9,F1,F2,F3,F4,F5,F6,F7,F8,F9,weighted_sum,Fitness,Nc
1,0.862,0.8849,0.0475,0.0758,0.8297,0.9061,0.8058,0.2373,0.1696,0.017357,0.026043,0.229964,1.690546,6.241867,0.817506,0.513344,34.298699,156.210475,0.1325,0.8446,1
2,0.9401,0.3635,0.4617,0.5426,0.1778,0.7313,0.1448,0.8699,0.3728,0.05794,0.509599,0.116326,1.181027,0.376474,1.530609,1.798952,1.72634,34.083352,0.034,0.9289,0
3,0.2948,0.39,0.8656,0.5546,0.092,0.7958,0.8403,0.223,0.0767,0.179074,0.514393,5.91439,18.793038,2.812289,23.369326,148.402581,106.512103,90.746546,0.2822,0.5416,4
4,0.9058,0.8875,0.2665,0.0683,0.4394,0.0482,0.7483,0.0566,0.8399,1.033497,0.100863,2.587497,0.220419,2.324094,0.40253,1.656267,23.061122,164.485183,0.1318,0.7843,1
5,0.2027,0.3339,0.5317,0.9532,0.0851,0.3334,0.6184,0.0691,0.8295,3.235825,0.370365,4.96632,3.424985,0.983831,88.720007,97.803511,75.424273,49.462919,0.2683,0.539,3
6,0.4776,0.1713,0.2435,0.7067,0.5105,0.9853,0.2154,0.0205,0.2658,0.11407,0.008711,0.099846,18.763401,19.364717,55.043667,24.267996,18.034582,64.180862,0.0979,0.6907,2
7,0.7323,0.0892,0.7075,0.2166,0.7558,0.3528,0.1133,0.9606,0.7246,0.258042,4.532861,0.792675,2.825304,13.657268,5.288281,31.867479,5.050417,79.384928,0.1106,0.6907,1
8,0.2193,0.9498,0.1622,0.2886,0.3342,0.4312,0.4634,0.8711,0.0814,0.171177,6.595061,5.937697,7.193266,6.562199,6.488509,3.78681,193.477833,69.871697,0.1343,0.6023,3
9,0.5281,0.9961,0.134,0.6334,0.8723,0.9498,0.3752,0.6746,0.7206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.620647,64.42325,0.0517,0.9127,0
10,0.1034,0.9619,0.0275,0.0005,0.7295,0.8368,0.4889,0.2117,0.6307,0.12325,0.050488,0.151044,0.845332,1.93293,0.0,0.100016,33.747072,5.355579,0.0102,0.9292,0
11,0.145,0.0733,0.1466,0.2783,0.4457,0.6274,0.6966,0.173,0.7785,18.728405,5.445442,40.501604,69.200166,70.713095,51.235902,28.889737,13.66254,27.830307,0.2478,0.4493,6
12,0.4378,0.7842,0.5571,0.9693,0.6276,0.8976,0.3808,0.7485,0.6588,0.009165,0.025705,0.018908,0.212391,0.327365,8.305445,10.050716,36.231613,31.856743,0.06,0.9053,0
13,0.7789,0.4005,0.986,0.017,0.6086,0.6851,0.2307,0.2478,0.0274,0.01043,0.091714,0.09056,0.483878,0.779041,0.029924,60.643749,44.065699,208.234532,0.1146,0.8226,1
14,0.9377,0.6558,0.912,0.8505,0.704,0.0516,0.1226,0.9658,0.6116,0.000679,0.017605,0.003362,0.001412,0.035322,0.165126,1.193203,2.037928,25.047021,0.0058,0.9775,0
15,0.0267,0.0022,0.3201,0.0333,0.6307,0.074,0.366,0.3204,0.9927,78.556221,43.191977,58.892806,11.842543,164.292722,9.269897,108.1841,0.0,10.590127,0.5403,0.5299,6
16,0.0,0.0083,0.2744,0.0278,0.6501,0.0955,0.4059,0.2984,0.9624,73.164751,37.35301,61.775375,16.295684,169.989007,9.401948,90.118063,3.44019,0.0,0.5087,0.5366,6
17,0.3415,0.596,0.8611,0.9955,0.5267,0.6863,0.5772,0.234,0.2542,0.0,0.0,0.0,0.0,0.0,11.836703,52.954366,74.684066,54.594692,0.149,0.8277,0
18,0.8488,0.7064,0.1511,0.2165,0.5764,0.7366,0.4471,0.3576,0.9082,2.940128,1.884664,3.004058,10.689029,15.015139,6.84142,4.848821,42.398255,196.654808,0.1707,0.5076,3
19,0.0255,0.0426,0.3533,0.1002,0.5903,0.0892,0.4302,0.3176,0.9945,76.71917,42.181924,70.148077,15.96748,150.933294,29.89364,117.102367,14.100434,10.590127,0.5648,0.4426,6
20,0.9741,0.3255,0.3103,0.5115,0.8033,0.0964,0.2629,0.9361,0.444,0.003545,0.058826,0.02557,0.010197,0.200623,0.217681,0.160495,0.195638,8.373046,0.0076,0.9888,0
21,0.8666,0.5033,0.7925,0.7989,0.7904,0.596,0.7672,0.4161,0.0145,0.002695,0.133097,0.57469,0.845581,3.052766,9.930867,30.498386,32.2364,220.141697,0.0915,0.7981,1
22,0.1218,0.0,0.3407,0.0967,0.5289,0.2184,0.3709,0.3253,1.0,86.763964,49.489291,65.612715,43.02559,139.590237,29.891823,113.005626,0.0,42.348177,0.4682,0.4316,6
23,0.1045,0.0,0.3416,0.0086,0.5361,0.0537,0.4809,0.309,1.0,81.594184,43.201896,86.6995,9.967756,144.103115,3.01789,113.626985,0.0,35.354189,0.4821,0.5236,5
24,0.0,0.0,0.2714,0.1337,0.5448,0.0848,0.3934,0.4298,1.0,84.495915,67.693993,76.092273,16.717568,151.295538,41.769547,93.002245,0.0,0.0,0.4786,0.4746,6
25,0.0,0.0,0.4425,0.0516,0.6581,0.178,0.4414,0.3813,1.0,54.079518,36.752403,54.092031,24.654215,149.424118,13.662553,144.057822,0.0,0.0,0.4541,0.53,6
26,0.1227,0.0,0.3246,0.1937,0.6774,0.0715,0.3991,0.2692,1.0,65.649211,29.641755,52.333522,9.829567,162.938248,57.201835,106.947831,0.0,42.348177,0.4193,0.4103,6
27,0.896,0.4342,0.713,0.7401,0.6468,0.5827,0.4274,0.7848,0.8614,0.313181,0.89136,0.758985,1.564956,3.231994,8.759496,19.48272,17.380983,175.514588,0.1278,0.7593,1
28,0.0,0.1537,0.343,0.0332,0.5165,0.1219,0.3358,0.2745,1.0,99.668062,45.001856,64.673377,24.235958,137.733446,8.910321,111.864703,52.758652,0.0,0.3662,0.4593,6
29,0.6353,0.5784,0.2217,0.1841,0.3921,0.004,0.4073,0.4393,0.3729,2.811602,4.236543,4.990221,0.0,5.84122,2.951332,3.808525,14.49475,28.905811,0.0569,0.7208,2
30,0.0314,0.0,0.3834,0.1003,0.5613,0.0821,0.3965,0.3277,0.8639,62.889037,36.756488,53.899858,11.584393,111.727159,22.966307,99.772681,0.0,8.370929,0.4129,0.4926,6
31,0.1008,0.0899,0.3013,0.0592,0.6472,0.1127,0.443,0.4023,1.0,62.897068,45.697395,64.316301,17.609929,167.143274,18.530315,100.327665,31.45163,35.354189,0.4747,0.4014,6
32,0.0,0.0,0.2919,0.136,0.5591,0.177,0.5415,0.2732,1.0,73.07356,32.993978,90.94293,35.223268,152.612813,44.273094,99.426252,0.0,0.0,0.3106,0.4729,6
33,0.1052,0.0262,0.4381,0.1217,0.5534,0.0555,0.3876,0.402,1.0,72.033122,52.335126,62.576839,10.287302,127.989579,32.108267,141.755163,10.487531,38.855977,0.5803,0.4053,6
34,0.0355,0.1042,0.4872,0.1756,0.5691,0.0,0.467,0.4241,1.0,56.137298,43.544552,64.646822,0.0,119.897361,44.633581,155.033432,35.284426,14.190657,0.5041,0.5,5
35,0.3095,0.8901,0.9799,0.6962,0.7814,0.2047,0.0534,0.5672,0.459,0.001238,0.002336,0.000236,0.000976,0.00877,0.018293,0.653297,3.745071,2.012886,0.005,0.9932,0
36,0.0804,0.3967,0.2058,0.0208,0.2694,0.8293,0.427,0.8322,0.6597,1.617023,6.867147,5.703779,33.346261,15.609661,1.192069,12.993519,29.144294,6.263819,0.0979,0.5891,4
37,0.1986,0.0298,0.5581,0.2198,0.4382,0.0889,0.3718,0.4358,1.0,63.256819,52.330592,53.927644,13.979456,82.077435,46.35799,165.429319,10.125003,69.837841,0.4124,0.3494,6
38,0.145,0.0699,0.5354,0.0793,0.604,0.0381,0.4127,0.3082,1.0,59.631464,31.573235,50.661135,5.308496,116.363396,18.170342,164.443274,24.202691,49.300373,0.4226,0.4282,5
39,0.0366,0.0541,0.452,0.216,0.6016,0.0933,0.2922,0.4496,1.0,63.927734,54.599443,41.185729,13.323654,130.151,57.918738,146.034065,17.696766,14.190657,0.4168,0.4079,7
40,0.0879,0.0,0.4646,0.0475,0.4722,0.0,0.4337,0.5412,1.0,63.869629,72.445873,77.375326,0.0,112.606088,13.168093,147.965453,0.0,31.843678,0.4541,0.5928,5
