x1,x2,x3,x4,x5,x6,x7,x8,x9,y1,y2,y3,y4,y5,y6,y7,y8,y9,Fitness,Nc,dy_err1,dy_err2,dy_err3,dy_err4,dy_err5,dy_err6,dy_err7,dy_err8,dy_err9
0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.0,0.07,0.06,0.09,0.12,0.17,0.24,0.33,0.47,1.06,0.183994,3,0.0,0.0,0.1098,0.1736,0.1369,0.3132,0.2562,0.2829,0.0
0.6716,0.6678,0.6776,0.7304,0.7366,0.7303,0.7694,0.7128,1.0,0.07,0.07,0.13,0.18,0.27,0.41,0.48,0.61,0.81,0.019569,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0587,0.0
0.6467,0.7022,0.6776,0.7304,0.7366,0.7303,0.7694,0.7128,1.0,0.07,0.07,0.13,0.17,0.27,0.39,0.47,0.69,0.76,0.015262,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0458
0.6878,0.7022,0.6776,0.7304,0.7366,0.7303,0.7694,0.7128,1.0,0.06,0.06,0.12,0.16,0.25,0.37,0.43,0.64,0.85,0.01198,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0346,0.0096,0.0
0.6431,0.7105,0.7147,0.7304,0.7366,0.7303,0.7694,0.7128,1.0,0.06,0.06,0.11,0.16,0.24,0.36,0.5,0.71,0.76,0.018279,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0548
0.6802,0.7105,0.7147,0.7304,0.7366,0.7303,0.7694,0.7128,1.0,0.06,0.06,0.11,0.15,0.23,0.34,0.47,0.67,0.83,0.010988,7,0.0,0.0,0.0,0.006,0.0,0.0324,0.0,0.0,0.0
0.6626,0.6889,0.689,0.7613,0.7366,0.7451,0.782,0.7128,1.0,0.05,0.06,0.11,0.16,0.24,0.41,0.48,0.65,0.8,0.001948,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058
0.6902,0.6889,0.689,0.7613,0.7366,0.7451,0.782,0.7128,1.0,0.05,0.05,0.11,0.15,0.23,0.39,0.46,0.62,0.85,0.014674,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0
0.6658,0.7203,0.689,0.7613,0.7366,0.7451,0.782,0.7128,1.0,0.05,0.05,0.1,0.15,0.22,0.38,0.45,0.7,0.8,0.003063,7,0.0,0.0,0.0,0.004,0.0,0.0,0.0083,0.0,0.0
0.6609,0.6953,0.7037,0.7613,0.7366,0.765,0.7836,0.7263,1.0,0.05,0.05,0.1,0.16,0.23,0.39,0.49,0.67,0.79,0.00337,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101
0.6889,0.6953,0.7037,0.7613,0.7366,0.765,0.7836,0.7263,1.0,0.04,0.05,0.1,0.15,0.22,0.37,0.47,0.63,0.85,0.017542,7,0.0,0.0,0.0451,0.0,0.0,0.0,0.0,0.0272,0.0
0.6598,0.7301,0.6983,0.7613,0.7366,0.7537,0.8087,0.7351,1.0,0.04,0.05,0.1,0.15,0.22,0.37,0.45,0.72,0.79,0.007982,6,0.0,0.0,0.0,0.0202,0.0,0.0,0.0007,0.0,0.0129
0.671,0.7077,0.7207,0.7613,0.7366,0.7598,0.8152,0.7438,1.0,0.04,0.04,0.1,0.15,0.21,0.36,0.49,0.67,0.81,0.009171,7,0.0,0.0,0.011,0.0252,0.0,0.0,0.0,0.0,0.0
0.671,0.7077,0.7155,0.7613,0.7366,0.771,0.8378,0.7488,1.0,0.03,0.04,0.1,0.15,0.21,0.37,0.48,0.67,0.81,0.000757,8,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0
0.671,0.7077,0.7098,0.7613,0.7366,0.7672,0.8559,0.7523,1.0,0.03,0.04,0.1,0.15,0.22,0.37,0.48,0.67,0.81,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
